Rank,Rank Δ,Player,Cons. Rating,Cons. Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Ws,Ls,Ds,W%,Opps Δ,Ws Δ,Ls Δ,Ds Δ,W% Δ,Timeouts,Timeouts Δ,Last Played,Active
-,-,alex20030190,1085.0,0.0,1313.0,0.0,76.0,0.0,30,7,22,1,23.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1406,-181,fradar,1084.9,0.06,1317.34,1.14,77.48,0.36,30,8,22,0,26.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1407,+1407,kingslayer90,1084.75,,1408.81,,108.02,,15,7,8,0,46.67,,,,,,0,,2024-12-06,True
1408,-184,deleted_user_1946622,1084.66,-0.32,1209.73,-0.23,41.69,0.03,96,16,76,4,16.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-01,True
-,-,vladslavbr,1084.34,0.0,1284.02,0.0,66.56,0.0,36,5,12,7,20.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-30,False
1409,+1409,nchenche,1084.03,,1395.31,,103.76,,15,7,8,0,46.67,,,,,,0,,2024-12-12,True
-,-,zcarvalh87,1083.0,0.0,1331.64,0.0,82.88,0.0,24,6,18,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
1410,-153,cromlech,1082.76,34.14,1227.6,19.8,48.28,-4.78,82,30,51,1,36.59,18.0,5.0,13.0,0.0,-2.47,0,0.0,2024-12-09,True
-,-,foglyogly,1082.49,0.0,1270.14,0.0,62.55,0.0,54,5,19,1,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-05-07,False
1411,-130,schumaky,1082.25,80.67,1283.64,46.41,67.13,-11.42,46,16,30,0,34.78,13.0,5.0,8.0,0.0,1.45,0,0.0,2024-12-22,True
1412,-186,tonino,1081.57,-0.71,1164.13,-0.38,27.52,0.11,806,207,584,15,25.68,13.0,2.0,9.0,2.0,-0.17,0,0.0,2024-12-22,True
1413,-118,toptheworld,1081.31,100.94,1277.24,61.19,65.31,-13.25,45,12,33,0,26.67,15.0,5.0,10.0,0.0,3.34,0,0.0,2024-12-13,True
-,-,adocen,1080.53,0.0,1331.48,0.0,83.65,0.0,24,9,13,2,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
-,-,alexd,1080.22,0.0,1293.58,0.0,71.12,0.0,30,12,18,0,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-08-08,False
1414,+1414,maffoffo,1079.98,,1381.48,,100.5,,15,5,10,0,33.33,,,,,,0,,2024-12-13,True
-,-,blubeck,1079.75,-0.12,1214.0,-0.12,44.75,0.0,90,29,60,1,32.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
-,-,dameager,1079.64,0.0,1282.26,0.0,67.54,0.0,36,13,23,0,36.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
1415,-56,devonia,1078.95,271.43,1372.29,53.3,97.78,-72.71,25,6,19,0,24.0,10.0,5.0,5.0,0.0,17.33,0,0.0,2024-12-09,True
1416,+1416,stedam,1078.78,,1472.98,,131.4,,10,5,5,0,50.0,,,,,,0,,2024-12-09,True
-,-,lyrainfinite,1078.72,0.0,1603.09,0.0,174.79,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1417,-189,thundermain,1078.26,-1.76,1294.98,-1.64,72.24,0.04,39,14,25,0,35.9,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1418,-187,sargegunz,1077.45,0.07,1355.04,0.1,92.53,0.01,15,5,10,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,mowglee,1077.38,0.0,1278.71,0.0,67.11,0.0,36,7,9,0,43.75,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-30,False
1419,-231,offdutydad,1077.21,-46.94,1292.4,-74.0,71.73,-9.02,36,14,22,0,38.89,6.0,0.0,6.0,0.0,-7.78,0,0.0,2024-11-20,True
-,-,kruz,1076.32,0.36,1330.72,-0.09,84.8,-0.15,24,9,15,0,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-05-01,False
1420,+1420,mobeza,1076.25,,1404.3,,109.35,,10,4,6,0,40.0,,,,,,0,,2024-12-08,True
-,-,spip74,1076.1,-0.19,1191.9,-0.34,38.6,-0.05,132,32,100,0,24.24,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
1421,-189,wejejeei,1075.63,-1.35,1297.72,0.27,74.03,0.54,63,16,46,1,25.4,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
-,-,rugan,1075.61,0.0,1476.83,0.0,133.74,0.0,8,3,5,0,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,ceasarsalah,1075.6,-1.66,1706.71,-3.73,210.37,-0.69,3,2,1,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-09,False
1422,-188,tomo,1075.58,-0.09,1163.45,-0.06,29.29,0.01,362,93,257,2,26.42,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-03-17,True
-,-,mythmoth,1075.42,0.03,1250.59,0.03,58.39,0.0,47,13,31,3,27.66,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-05,False
-,-,doc.fusion,1075.41,0.0,1511.28,0.0,145.29,0.0,8,3,5,0,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,madavenger,1075.25,-0.08,1167.05,-0.05,30.6,0.01,315,74,238,3,23.49,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-30,False
-,-,emporerandrew,1074.74,0.0,1659.23,0.0,194.83,0.0,4,3,1,0,75.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1423,-188,gaulamos,1074.4,-0.1,1158.61,-0.22,28.07,-0.04,424,105,316,3,24.76,4.0,1.0,3.0,0.0,0.0,0,0.0,2025-01-19,True
-,-,gyrocopter,1073.88,0.0,1353.57,0.0,93.23,0.0,18,8,10,0,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
-,-,whiteraven,1073.53,0.0,1377.61,0.0,101.36,0.0,18,8,9,1,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,-barbar-,1073.41,0.16,1352.11,0.13,92.9,-0.01,19,6,11,2,31.58,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,geohub,1073.09,0.0,1304.24,0.0,77.05,0.0,36,12,24,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
-,-,psutera,1072.81,0.0,1442.05,0.0,123.08,0.0,12,5,7,0,41.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-10,False
1424,+1424,fridak,1072.17,,1382.25,,103.36,,15,8,7,0,53.33,,,,,,0,,2024-12-12,True
-,-,lucadigennaro,1071.3,0.0,1388.91,0.0,105.87,0.0,18,6,5,0,54.55,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-10-14,False
-,-,monads,1071.21,0.0,1365.63,0.0,98.14,0.0,18,2,4,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-03-16,False
-,-,voldo1989,1071.03,0.0,1373.85,0.0,100.94,0.0,18,6,11,1,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
-,-,volt65,1070.85,0.0,1457.28,0.0,128.81,0.0,16,4,3,0,57.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-02-17,False
1425,-179,stupidstupidrat,1070.68,11.68,1252.27,4.48,60.53,-2.4,44,13,31,0,29.55,3.0,2.0,1.0,0.0,2.72,0,0.0,2024-12-24,True
-,-,athelis,1070.02,0.0,1325.68,0.0,85.22,0.0,19,4,14,1,21.05,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-03-05,False
1426,+1426,chenese,1069.67,,1364.15,,98.16,,15,4,11,0,26.67,,,,,,0,,2024-12-10,True
-,-,nima_msg,1069.51,3.8,1360.15,2.93,96.88,-0.29,18,9,9,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-09-03,False
-,-,urbansammie,1069.19,0.0,1403.42,0.0,111.41,0.0,18,7,11,0,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
1427,-191,calatravag,1069.11,-0.02,1279.47,-0.02,70.12,0.0,35,9,24,2,25.71,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1428,+1428,bluejay,1068.71,,1359.92,,97.07,,15,5,10,0,33.33,,,,,,0,,2024-12-15,True
-,-,ivalice,1067.52,0.0,1262.61,0.0,65.03,0.0,36,12,9,1,54.55,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-30,False
-,-,horazon,1067.15,0.0,1386.98,0.0,106.61,0.0,18,12,6,0,66.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1429,-191,firstfloorfinest,1067.15,-0.47,1153.49,-0.5,28.78,-0.01,367,91,258,3,25.85,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
1430,-177,romulus07,1066.92,14.32,1201.62,-0.17,44.9,-4.83,91,28,61,2,30.77,19.0,4.0,14.0,1.0,-2.56,0,0.0,2025-01-08,True
1431,+1431,execut0r,1066.68,,1418.13,,117.15,,10,3,7,0,30.0,,,,,,0,,2024-12-05,True
-,-,tricky5,1066.12,0.0,1430.47,0.0,121.45,0.0,12,6,6,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
1432,-189,chipschipsensen,1065.37,-0.04,1217.77,0.35,50.8,0.13,63,21,38,4,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
1433,-191,mowangfeng,1065.31,-0.11,1515.31,1.24,150.0,0.45,7,5,2,0,71.43,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
-,-,sukhjit,1065.1,0.0,1257.52,0.0,64.14,0.0,42,15,27,0,35.71,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-11-08,False
-,-,jazper,1064.7,0.0,1435.83,0.0,123.71,0.0,12,5,7,0,41.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
-,-,penisbursche,1064.34,0.0,1275.45,0.0,70.37,0.0,36,6,16,0,27.27,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
1434,+1434,broens,1063.94,263.96,1322.36,-47.47,86.14,-103.81,19,7,12,0,36.84,15.0,6.0,9.0,0.0,11.84,0,0.0,2024-12-13,True
-,-,rubenman,1063.29,0.25,1235.67,0.28,57.46,0.01,49,16,33,0,32.65,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
1435,-134,captn4wesome,1062.62,92.29,1234.01,89.38,57.13,-0.97,70,19,51,0,27.14,10.0,7.0,3.0,0.0,7.14,0,0.0,2024-12-07,True
-,-,krull007,1062.44,0.0,1385.39,0.0,107.65,0.0,18,3,6,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-09-30,False
-,-,rusticista,1061.48,0.09,1315.25,0.06,84.59,-0.01,23,7,16,0,30.43,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-15,False
-,-,kunayala,1060.57,0.0,1280.35,0.0,73.26,0.0,34,12,22,0,35.29,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1436,-174,martincze,1059.94,19.15,1145.95,19.75,28.67,0.2,446,106,329,11,23.77,17.0,6.0,10.0,1.0,0.46,0,0.0,2024-12-22,True
-,-,captpirat,1059.67,1.46,1242.61,0.89,60.98,-0.19,44,11,33,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-01-16,False
-,-,mrdosu,1059.67,0.0,1355.23,0.0,98.52,0.0,18,4,5,0,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-03-30,False
1437,+1437,lmh,1059.37,,1404.94,,115.19,,10,5,5,0,50.0,,,,,,0,,2024-12-07,True
1438,-182,vlasy,1059.34,9.36,1231.69,-9.87,57.45,-6.41,57,17,39,1,29.82,15.0,2.0,13.0,0.0,-5.89,0,0.0,2024-12-10,True
1439,-188,pastiness,1058.57,2.08,1282.1,-1.97,74.51,-1.35,30,8,22,0,26.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1440,-192,jagophile,1058.55,0.25,1322.55,0.28,88.0,0.01,30,7,23,0,23.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1441,-194,mikeyb,1058.55,-0.07,1261.77,-0.07,67.74,0.0,42,10,31,1,23.81,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-05-15,True
-,-,aps29965319,1058.19,0.0,1258.47,0.0,66.76,0.0,36,10,22,4,27.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-10-24,False
-,-,ceej,1057.62,0.54,1259.97,0.45,67.45,-0.03,44,13,31,0,29.55,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-01-16,False
-,-,jobe,1057.5,-1.81,1247.55,-2.95,63.35,-0.38,50,16,34,0,32.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-09-24,False
-,-,prablemzzz,1057.23,3.35,1217.16,3.26,53.31,-0.03,54,23,30,1,42.59,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
1442,-184,kingperun,1057.16,8.57,1215.26,-16.66,52.7,-8.41,54,19,34,1,35.19,15.0,4.0,10.0,1.0,-3.27,0,0.0,2024-12-10,True
1443,+1443,sungodrei,1056.25,,1348.36,,97.37,,15,7,8,0,46.67,,,,,,0,,2024-12-10,True
1444,+1444,lohmann,1055.22,,1345.83,,96.87,,15,7,8,0,46.67,,,,,,0,,2024-12-09,True
1445,+1445,olympia,1054.93,,1439.05,,128.04,,10,6,4,0,60.0,,,,,,0,,2024-12-12,True
-,-,lolcese,1054.91,-0.18,1163.93,-0.15,36.34,0.01,156,40,115,1,25.64,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-29,False
1446,-194,switch201,1054.76,0.96,1372.37,0.87,105.87,-0.03,12,4,8,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
1447,-208,fabiomp,1053.98,-13.55,1137.77,-13.34,27.93,0.07,581,148,412,1,26.38,15.0,0.0,15.0,0.0,-0.73,0,0.0,2024-12-22,True
1448,+1448,kecso,1053.38,,1370.63,,105.75,,15,8,7,0,53.33,,,,,,0,,2024-12-10,True
-,-,xioph,1052.08,0.0,1225.48,0.0,57.8,0.0,54,18,36,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
1449,-195,dunketelin,1051.89,-0.59,1135.26,0.76,27.79,0.45,597,144,451,2,24.12,22.0,3.0,19.0,0.0,-0.4,0,0.0,2025-01-09,True
1450,+1450,om_para,1051.36,,1339.84,,96.16,,15,6,9,0,40.0,,,,,,0,,2024-12-14,True
-,-,bach0910,1051.1,0.0,1262.42,0.0,70.44,0.0,42,17,24,1,40.48,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
1451,-190,gutibudoka,1050.04,6.8,1148.23,3.53,32.73,-1.09,189,54,135,0,28.57,22.0,6.0,16.0,0.0,-0.17,0,0.0,2025-01-17,True
1452,-193,irenax,1049.98,4.45,1140.79,2.59,30.27,-0.62,308,64,240,4,20.78,22.0,6.0,16.0,0.0,0.5,0,0.0,2025-01-14,True
-,-,vesperdraco,1049.96,0.0,1210.01,0.0,53.35,0.0,66,10,30,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1453,+1453,greatkingrat78,1049.06,,1410.95,,120.63,,10,3,7,0,30.0,,,,,,0,,2024-12-07,True
-,-,zcx,1048.55,13.36,1703.57,11.11,218.34,-0.75,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1454,-217,panxo,1047.12,-21.27,1181.19,-28.23,44.69,-2.32,97,28,66,3,28.87,12.0,0.0,12.0,0.0,-4.07,0,0.0,2024-12-03,True
-,-,ryuk,1046.63,0.01,1452.44,0.01,135.27,0.0,8,2,6,0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
1455,+1455,bull3,1046.32,,1356.73,,103.47,,15,8,7,0,53.33,,,,,,0,,2024-12-12,True
-,-,bartoszn,1045.98,2.04,1226.01,2.61,60.01,0.19,46,12,31,3,26.09,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-30,False
-,-,seif,1045.29,0.0,1312.02,0.0,88.91,0.0,18,6,4,0,60.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-03-30,False
1456,+1456,patles5couronnes,1044.82,370.11,1259.8,334.38,71.66,-11.91,45,12,29,4,26.67,15.0,12.0,3.0,0.0,26.67,0,0.0,2024-12-09,True
-,-,gorky,1044.28,0.0,1490.23,0.0,148.65,0.0,8,4,4,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
1457,-180,atomtomate,1043.72,28.61,1166.51,21.8,40.93,-2.27,128,27,100,1,21.09,18.0,6.0,12.0,0.0,2.0,0,0.0,2024-12-20,True
1458,+1458,derich86,1042.19,,1353.2,,103.67,,15,5,10,0,33.33,,,,,,0,,2024-12-14,True
-,-,zyx19951124,1041.88,0.0,1239.67,0.0,65.93,0.0,54,10,32,1,23.26,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,fautoguby,1041.83,-0.36,1896.47,-1.11,284.88,-0.25,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-09-25,False
-,-,1point21gigawatts,1041.21,0.0,1243.5,0.0,67.43,0.0,47,7,11,0,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-05-13,False
-,-,kuddelfa,1040.91,0.0,1263.36,0.0,74.15,0.0,40,10,28,2,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
-,-,mdross1,1040.74,0.0,1247.38,0.0,68.88,0.0,40,13,24,0,35.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1459,-199,nitrosaurus24,1040.13,-3.47,1126.8,-3.32,28.89,0.05,457,95,355,7,20.79,11.0,0.0,8.0,3.0,-0.51,0,0.0,2024-12-31,True
-,-,pir4t,1039.93,0.0,1261.06,0.0,73.71,0.0,36,11,24,1,30.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,madsb,1039.68,0.85,1175.07,1.21,45.13,0.12,95,27,68,0,28.42,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-09-24,False
1460,-196,althaj,1039.47,1.42,1191.12,1.93,50.55,0.17,75,16,58,1,21.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-15,True
1461,+1461,lengesses,1038.52,,1360.21,,107.23,,15,3,12,0,20.0,,,,,,0,,2024-12-12,True
-,-,nele,1037.5,0.39,1159.36,0.51,40.62,0.04,123,22,98,3,17.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-07-15,False
1462,-192,js619,1037.06,9.16,1122.05,9.43,28.33,0.09,859,172,626,12,21.23,13.0,5.0,8.0,0.0,0.28,0,0.0,2024-12-24,True
1463,+1463,tyrtaios,1036.86,,1331.16,,98.1,,15,6,9,0,40.0,,,,,,0,,2024-12-11,True
-,-,apobel,1036.84,0.0,1172.77,0.0,45.31,0.0,90,16,70,4,17.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,zzharg,1036.81,0.0,1516.0,0.0,159.73,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1464,+1464,chroso,1035.62,,1346.6,,103.66,,15,7,8,0,46.67,,,,,,0,,2024-12-11,True
1465,+1465,n0rbeer,1035.58,,1334.2,,99.54,,15,8,7,0,53.33,,,,,,0,,2024-12-14,True
-,-,funpaul66,1035.24,0.15,1135.68,0.18,33.48,0.01,209,49,155,5,23.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-04,False
1466,-84,kyo,1034.72,306.99,1294.79,156.6,86.69,-50.13,30,6,24,0,20.0,15.0,6.0,9.0,0.0,20.0,0,0.0,2024-12-06,True
1467,-201,rrobby,1034.5,0.0,1284.91,0.03,83.47,0.01,30,10,20,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
-,-,ruthless741,1034.32,0.0,1309.21,0.0,91.63,0.0,18,7,11,0,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-06-28,False
1468,-182,raphi,1033.98,45.22,1216.86,11.26,60.96,-11.32,54,15,39,0,27.78,15.0,4.0,11.0,0.0,-0.43,0,0.0,2024-12-21,True
1469,+1469,unicokratos,1032.86,,1330.64,,99.26,,15,6,9,0,40.0,,,,,,0,,2024-12-16,True
1470,+1470,charliefish,1032.75,,1322.49,,96.58,,15,4,11,0,26.67,,,,,,0,,2024-12-12,True
-,-,machalcz,1032.66,0.0,1258.95,0.0,75.43,0.0,36,8,28,0,22.22,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1471,+1471,fsy,1031.07,,1321.29,,96.74,,15,6,9,0,40.0,,,,,,0,,2024-12-14,True
1472,-207,thonosp,1030.72,-4.66,1232.02,-4.63,67.1,0.01,39,8,27,4,20.51,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-06-16,True
1473,-202,judiot,1029.92,2.52,1269.98,2.07,80.02,-0.15,30,7,23,0,23.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1474,-93,marchely,1028.51,300.38,1288.13,173.0,86.54,-42.46,30,8,22,0,26.67,15.0,7.0,8.0,0.0,20.0,0,0.0,2024-12-07,True
-,-,flyfelix,1028.12,0.81,1377.5,0.6,116.46,-0.07,12,7,4,1,58.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-01-28,False
1475,-203,lindoro,1028.04,0.66,1213.17,0.66,61.71,0.0,36,15,21,0,41.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
1476,-194,nevadar,1026.34,28.37,1307.65,27.23,93.77,-0.38,20,8,12,0,40.0,2.0,2.0,0.0,0.0,6.67,0,0.0,2025-01-10,True
-,-,gondis,1026.19,0.0,1367.95,0.0,113.92,0.0,12,5,7,0,41.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-10,False
-,-,cefrebunda,1025.92,0.0,1231.27,0.0,68.45,0.0,48,10,28,1,25.64,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-06-17,False
1477,-209,vaibhavaiyar,1025.71,-4.14,1124.08,-5.4,32.79,-0.42,250,55,190,5,22.0,18.0,2.0,16.0,0.0,-0.84,0,0.0,2024-12-09,True
-,-,forofo27,1025.52,0.0,1386.27,0.0,120.25,0.0,12,7,5,0,58.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-08-02,False
1478,-204,badavan,1025.13,-0.2,1322.22,0.67,99.03,0.29,21,8,12,1,38.1,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-02-23,True
1479,-204,bigaaa,1025.01,0.4,1279.65,0.55,84.88,0.05,25,2,23,0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1480,+1480,sirhorse,1025.0,,1318.55,,97.85,,15,5,10,0,33.33,,,,,,0,,2024-12-09,True
-,-,athafil,1024.73,-1.17,1416.68,3.21,130.65,1.46,9,3,6,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-02-12,False
1481,+1481,keyadoria,1024.7,,1323.05,,99.45,,15,6,9,0,40.0,,,,,,0,,2024-12-07,True
-,-,t_error,1024.61,-0.08,1121.66,-0.02,32.35,0.02,243,56,184,3,23.05,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-22,False
-,-,ramoneror,1024.6,0.0,1255.63,0.0,77.01,0.0,26,8,18,0,30.77,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
1482,-112,sonalator,1024.52,254.33,1225.58,170.63,67.02,-27.9,38,11,27,0,28.95,20.0,10.0,10.0,0.0,23.39,0,0.0,2025-01-13,True
-,-,mincha,1024.4,-5.71,1331.24,-1.24,102.28,1.49,12,6,6,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-05-01,False
-,-,inteq,1024.26,0.0,1274.79,0.0,83.51,0.0,30,11,18,1,36.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1483,+1483,topdog,1023.49,,1329.64,,102.05,,15,6,9,0,40.0,,,,,,0,,2024-12-10,True
-,-,mdscolour,1022.8,0.0,1238.77,0.0,71.99,0.0,36,13,23,0,36.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,tts,1022.44,0.0,1477.45,0.0,151.67,0.0,8,3,5,0,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-01-01,False
-,-,ender17,1022.42,0.01,1258.61,-0.02,78.73,-0.01,30,1,18,0,5.26,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-07-06,False
-,-,petoss,1022.37,0.01,1375.05,-0.05,117.56,-0.02,9,3,6,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-11,False
1484,-166,rakos,1021.12,85.21,1214.05,36.52,64.31,-16.23,51,15,36,0,29.41,18.0,6.0,12.0,0.0,2.14,0,0.0,2024-12-12,True
1485,-209,bricks718,1020.56,-2.11,1227.83,-3.01,69.09,-0.3,40,12,28,0,30.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
1486,+1486,durpan,1020.55,,1356.52,,111.99,,15,4,11,0,26.67,,,,,,0,,2024-12-11,True
1487,+1487,dburstin,1020.37,,1317.76,,99.13,,15,5,10,0,33.33,,,,,,0,,2024-12-13,True
-,-,albertotron,1019.92,0.01,1564.09,0.01,181.39,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
1488,-219,jusaz,1018.89,-10.0,1121.22,-10.78,34.11,-0.26,210,49,160,1,23.33,12.0,0.0,12.0,0.0,-1.42,0,0.0,2024-12-06,True
-,-,rhode,1018.54,0.0,1563.67,0.0,181.71,0.0,4,2,2,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
-,-,mliszewski,1017.94,0.0,1230.76,0.0,70.94,0.0,36,14,22,0,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
-,-,drenteller,1017.1,0.0,1352.62,0.0,111.84,0.0,18,10,7,1,55.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,welchi,1016.46,0.0,1293.09,0.0,92.21,0.0,18,7,10,1,38.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
1489,+1489,portuguesebandit,1016.09,,1300.49,,94.8,,15,5,10,0,33.33,,,,,,0,,2024-12-07,True
1490,+1490,lordmichaeldergrosse,1015.21,,1343.59,,109.46,,14,5,9,0,35.71,,,,,,0,,2024-12-12,True
1491,+1491,wing,1015.13,,1374.98,,119.95,,10,3,7,0,30.0,,,,,,0,,2024-12-18,True
-,-,vince_ma,1015.06,0.51,1273.63,0.45,86.19,-0.02,18,8,10,0,44.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,dashing,1014.69,0.0,1173.0,0.0,52.77,0.0,72,15,38,2,27.27,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-09-27,False
-,-,tasslehoff,1014.41,0.0,1217.36,0.0,67.65,0.0,36,12,24,0,33.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
