Rank,Rank Δ,Player,Cons. Rating,Cons. Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Ws,Ls,Ds,W%,Opps Δ,Ws Δ,Ls Δ,Ds Δ,W% Δ,Timeouts,Timeouts Δ,Last Played,Active
121,24,boyo,1654.76,11.45,1746.38,10.16,30.54,-0.43,289,218,68,3,75.43,7.0,5.0,2.0,0.0,-0.1,0,0.0,2025-01-12,True
-,-,anderkent,1654.53,0.34,1746.06,0.34,30.51,0.0,206,143,62,1,69.42,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-16,False
122,-5,arcee,1654.24,-5.16,1733.14,-5.34,26.3,-0.06,349,196,151,2,56.16,4.0,1.0,3.0,0.0,-0.36,0,0.0,2025-01-12,True
-,-,tryandstopus,1653.7,0.0,1747.69,0.0,31.33,0.0,186,74,64,1,53.24,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
123,6,planarfreak,1653.23,3.07,1729.25,2.95,25.34,-0.04,546,332,193,3,62.88,7.0,5.0,2.0,0.0,0.12,0,0.0,2025-01-10,True
124,-1,brunoerwin,1652.84,-0.44,1728.53,-0.47,25.23,-0.01,546,337,204,5,61.72,3.0,1.0,2.0,0.0,-0.16,0,0.0,2024-12-13,True
-,-,hunty93,1652.64,-0.2,1729.5,-0.2,25.62,0.0,438,226,183,4,54.72,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-01-05,False
125,-14,olawictorin,1652.63,-13.14,1750.01,-15.18,32.46,-0.68,207,154,52,1,74.4,7.0,1.0,6.0,0.0,-2.1,0,0.0,2025-01-19,True
126,2,cmacu,1652.54,0.47,1774.28,0.2,40.58,-0.09,105,67,38,0,63.81,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-04,True
127,0,valfizzl,1651.85,-0.73,1727.24,-0.7,25.13,0.01,778,436,337,5,56.04,7.0,4.0,3.0,0.0,0.01,0,0.0,2025-01-05,True
128,19,musan,1651.8,10.66,1727.91,10.57,25.37,-0.03,684,410,247,2,62.22,7.0,6.0,1.0,0.0,0.26,0,0.0,2025-01-13,True
129,-5,scipio238,1651.42,-1.79,1732.12,-1.97,26.9,-0.06,290,182,108,0,62.76,3.0,1.0,2.0,0.0,-0.31,0,0.0,2024-12-14,True
130,6,flutter,1650.78,2.97,1733.16,2.76,27.46,-0.07,329,216,108,5,65.65,3.0,2.0,1.0,0.0,0.01,0,0.0,2024-12-14,True
131,1,masox,1650.48,1.39,1725.57,1.33,25.03,-0.02,796,470,318,8,59.05,7.0,4.0,3.0,0.0,-0.01,0,0.0,2025-01-06,True
132,-2,heisenberg_97,1650.19,0.38,1727.59,0.38,25.8,0.0,482,298,179,5,61.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
133,17,wanderlust,1649.57,11.31,1821.26,-19.14,57.23,-10.15,59,45,14,0,76.27,20.0,15.0,5.0,0.0,-0.65,0,0.0,2025-01-04,True
134,-3,raistlin3m,1649.45,-0.27,1724.9,-0.27,25.15,0.0,563,295,233,6,55.24,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-01,True
-,-,foolio,1648.84,-0.09,1734.46,-0.12,28.54,-0.01,228,138,89,1,60.53,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
135,-1,jonswar,1648.65,0.15,1725.6,0.15,25.65,0.0,414,244,170,0,58.94,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-13,True
136,8,roverandom,1648.46,4.06,1724.18,4.0,25.24,-0.02,850,492,355,3,57.88,7.0,5.0,2.0,0.0,0.11,0,0.0,2025-01-03,True
137,-4,skaiwalker,1648.31,-0.42,1723.97,-0.42,25.22,0.0,686,390,292,4,56.85,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
138,1,turdle,1648.02,1.66,1731.69,1.0,27.89,-0.22,306,204,101,1,66.67,7.0,4.0,3.0,0.0,-0.22,0,0.0,2025-01-04,True
139,4,syras,1647.54,2.79,1789.56,1.92,47.34,-0.29,75,56,18,1,74.67,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
140,-3,reenter73,1647.43,0.07,1724.08,0.07,25.55,0.0,679,375,285,8,56.14,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
141,14,jantteri,1647.37,12.19,1728.22,11.83,26.95,-0.12,325,208,116,1,64.0,7.0,6.0,1.0,0.0,0.48,0,0.0,2025-01-06,True
-,-,lukaszt,1646.62,0.02,1746.01,0.02,33.13,0.0,214,152,61,1,71.03,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-22,False
-,-,jejenan,1646.43,0.4,1727.94,0.37,27.17,-0.01,284,169,115,0,59.51,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-01-05,False
142,-1,darwinian,1646.23,0.47,1728.19,0.47,27.32,0.0,319,214,103,2,67.08,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
143,-5,garlett,1646.23,-0.64,1724.32,-0.64,26.03,0.0,376,231,145,0,61.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
144,-2,covfefe,1645.25,0.1,1722.56,0.1,25.77,0.0,408,169,147,4,52.81,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-30,True
-,-,tbow,1645.14,-0.05,1782.54,-0.05,45.8,0.0,94,54,22,1,70.13,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-01-29,False
145,-10,speedstone,1643.72,-4.58,1741.7,-5.45,32.66,-0.29,185,120,60,5,64.86,3.0,0.0,3.0,0.0,-1.07,0,0.0,2024-12-15,True
146,0,xterm,1640.95,-0.43,1718.11,-0.4,25.72,0.01,511,317,191,3,62.04,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
147,1,rasattack,1639.41,0.1,1793.43,0.07,51.34,-0.01,93,70,23,0,75.27,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-01,True
148,1,jrune,1639.35,0.34,1719.33,0.37,26.66,0.01,349,218,130,1,62.46,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
149,8,lothar,1639.29,4.48,1716.84,4.39,25.85,-0.03,508,307,200,1,60.43,3.0,3.0,0.0,0.0,0.23,0,0.0,2024-12-08,True
150,12,firedart,1639.16,5.75,1714.34,5.75,25.06,0.0,1217,645,482,9,56.78,7.0,5.0,2.0,0.0,0.09,0,0.0,2025-01-13,True
151,60,yaop,1638.92,45.15,1751.57,39.12,37.55,-2.01,126,95,23,0,80.51,17.0,17.0,0.0,0.0,3.28,0,0.0,2025-01-06,True
152,14,allfather,1638.54,7.64,1752.09,6.95,37.85,-0.23,147,109,37,1,74.15,15.0,14.0,0.0,1.0,2.18,0,0.0,2024-12-10,True
153,1,funnytortoise,1638.44,3.2,1714.19,3.17,25.25,-0.01,751,451,292,8,60.05,7.0,5.0,2.0,0.0,0.1,0,0.0,2025-01-03,True
154,27,erock37,1638.07,20.06,1742.95,17.33,34.96,-0.91,140,87,53,0,62.14,7.0,6.0,1.0,0.0,1.24,0,0.0,2025-01-02,True
155,-4,shpand,1637.42,-0.79,1766.42,-0.49,43.0,0.1,92,67,25,0,72.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
156,-4,enroamer,1637.11,-0.17,1713.31,-0.17,25.4,0.0,1189,572,454,11,55.16,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-30,True
-,-,bonnie,1636.66,-0.11,1736.17,-0.11,33.17,0.0,156,107,47,2,68.59,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
157,-4,swampzombie,1636.39,0.02,1715.38,0.02,26.33,0.0,350,192,154,4,54.86,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-28,True
158,-2,kay,1636.21,1.39,1719.97,1.0,27.92,-0.13,293,191,98,0,66.09,3.0,2.0,1.0,0.0,0.01,0,0.0,2024-12-23,True
159,2,pacifickonradin,1636.12,2.69,1738.33,2.42,34.07,-0.09,182,133,46,3,73.08,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
160,5,doobie,1636.1,5.04,1712.99,4.92,25.63,-0.04,750,411,331,8,54.8,3.0,3.0,0.0,0.0,0.18,0,0.0,2024-12-25,True
161,-46,momomillion,1636.05,-27.55,1807.08,-52.33,57.01,-8.26,85,71,14,0,83.53,22.0,16.0,6.0,0.0,-3.77,0,0.0,2025-01-10,True
-,-,arnaud,1635.55,0.61,1731.04,0.67,31.83,0.02,174,107,66,1,61.49,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-04-16,False
-,-,chrroom,1635.52,0.0,1727.74,0.0,30.74,0.0,216,137,75,4,63.43,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,c666,1635.44,0.0,1815.08,0.0,59.88,0.0,54,40,14,0,74.07,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-12-06,False
162,-4,rob_stedman,1634.99,0.23,1710.68,0.23,25.23,0.0,903,501,398,4,55.48,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-11-05,True
163,-4,gregt,1634.36,-0.02,1713.38,-0.05,26.34,-0.01,336,191,135,1,58.41,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-28,True
164,3,shagrat,1633.93,4.17,1725.43,2.64,30.5,-0.51,248,179,66,3,72.18,7.0,4.0,3.0,0.0,-0.43,0,0.0,2025-01-19,True
165,-2,heirofvalyria,1633.39,0.4,1710.25,0.4,25.62,0.0,528,268,191,6,57.63,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,chogaling,1631.66,0.0,1726.07,0.0,31.47,0.0,168,94,56,1,62.25,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
166,-2,gavatron,1631.21,-0.23,1707.11,-0.23,25.3,0.0,919,444,371,8,53.95,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-30,True
-,-,goldan,1630.89,0.29,1714.35,0.26,27.82,-0.01,244,152,91,1,62.3,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
-,-,steve10716,1630.07,0.29,1717.25,0.26,29.06,-0.01,282,182,90,2,66.42,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-06,False
167,2,boatymcboatface,1628.21,1.06,1704.35,1.0,25.38,-0.02,481,289,190,2,60.08,3.0,2.0,1.0,0.0,0.04,0,0.0,2024-12-17,True
168,5,fathope,1627.4,3.77,1704.38,3.74,25.66,-0.01,704,418,280,6,59.38,3.0,2.0,1.0,0.0,0.04,0,0.0,2024-12-15,True
-,-,hihihiji,1627.21,0.01,1718.62,0.01,30.47,0.0,186,61,59,3,49.59,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-05-01,False
169,3,gagic,1627.07,3.37,1704.77,3.1,25.9,-0.09,386,230,155,1,59.59,7.0,4.0,3.0,0.0,-0.04,0,0.0,2025-01-02,True
170,1,vermiliondk,1626.47,1.29,1774.01,1.2,49.18,-0.03,60,36,24,0,60.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-15,True
-,-,ducky1,1626.41,-2.24,1773.32,-1.76,48.97,0.16,75,51,24,0,68.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-08-03,False
171,14,beatrixand,1625.39,9.73,1803.32,-9.89,59.31,-6.54,96,83,12,1,86.46,19.0,16.0,3.0,0.0,-0.55,0,0.0,2024-12-28,True
-,-,crey,1622.81,0.78,1744.91,0.66,40.7,-0.04,136,98,37,1,72.06,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
-,-,galinlik,1621.61,-0.26,1747.31,-0.2,41.9,0.02,90,59,29,2,65.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-06,False
172,3,nightvayne,1621.18,-0.52,1698.13,-0.52,25.65,0.0,467,283,181,3,60.6,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
173,3,madrabbit,1620.81,-0.04,1702.53,-0.04,27.24,0.0,274,158,116,0,57.66,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
-,-,gallinule,1620.09,0.03,1722.27,0.03,34.06,0.0,130,34,33,2,49.28,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-11-18,False
174,10,carlopedersoli,1619.69,3.25,1713.05,2.47,31.12,-0.26,174,116,57,1,66.67,4.0,2.0,2.0,0.0,-0.39,0,0.0,2025-01-02,True
175,2,vorbrock,1619.5,-0.02,1697.05,-0.02,25.85,0.0,361,186,171,4,51.52,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
176,3,littlesquirrel,1619.41,0.45,1999.09,0.3,126.56,-0.05,18,18,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
177,1,joyboy,1619.35,-0.05,1701.58,-0.02,27.41,0.01,309,207,102,0,66.99,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
178,2,treitze,1618.49,0.09,1695.26,0.06,25.59,-0.01,651,355,291,5,54.53,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,v0jta,1618.05,-0.56,1693.53,-0.56,25.16,0.0,517,260,219,3,53.94,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-11-15,False
179,18,raffaello,1618.03,12.62,1720.09,10.73,34.02,-0.63,158,119,39,0,75.32,7.0,6.0,1.0,0.0,0.49,0,0.0,2025-01-04,True
180,2,mlaticka_martanek,1617.24,0.12,1754.7,0.15,45.82,0.01,72,46,24,2,63.89,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-28,True
181,-7,sunmaster14_lv,1616.25,-6.93,1690.95,-6.93,24.9,0.0,1045,540,463,10,53.31,7.0,1.0,5.0,1.0,-0.27,0,0.0,2025-01-15,True
182,-22,gyphon,1615.76,-18.12,1756.97,-21.57,47.07,-1.15,76,55,21,0,72.37,3.0,0.0,3.0,0.0,-2.97,0,0.0,2024-12-14,True
183,3,jans,1615.7,1.26,1717.49,1.11,33.93,-0.05,154,106,48,0,68.83,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-15,True
184,-1,wittr,1615.33,-1.24,1690.9,-1.3,25.19,-0.02,653,385,261,7,58.96,3.0,1.0,2.0,0.0,-0.12,0,0.0,2024-12-13,True
185,-15,tupper,1614.84,-12.23,1703.88,-13.43,29.68,-0.4,271,193,74,4,71.22,7.0,0.0,6.0,1.0,-1.89,0,0.0,2025-01-10,True
-,-,johnnyd144,1614.42,-0.13,1802.16,-0.1,62.58,0.01,78,68,10,0,87.18,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-06,False
186,1,grogmir,1614.29,0.2,1694.63,0.23,26.78,0.01,333,193,119,2,61.46,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-03-03,True
-,-,jzebra,1614.25,0.0,1691.53,0.03,25.76,0.01,402,203,183,5,51.92,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-11-15,False
-,-,gbh_grzegorz,1613.6,0.04,1778.3,0.04,54.9,0.0,60,45,15,0,75.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-05-01,False
187,-84,xxyu,1613.19,-58.88,1778.94,-71.15,55.25,-4.09,76,56,19,1,73.68,7.0,1.0,6.0,0.0,-6.03,0,0.0,2025-01-09,True
188,2,unterjochen,1612.96,1.67,1760.05,-15.25,49.03,-5.64,105,88,17,0,83.81,17.0,12.0,5.0,0.0,-2.55,0,0.0,2025-01-06,True
189,3,garri,1612.4,2.07,1687.34,2.04,24.98,-0.01,826,488,335,3,59.08,3.0,2.0,1.0,0.0,0.03,0,0.0,2024-12-13,True
-,-,zanydruid,1612.29,0.41,1894.65,0.38,94.12,-0.01,16,11,5,0,68.75,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-03-01,False
-,-,flaminghito,1611.95,-0.03,1689.41,-0.06,25.82,-0.01,446,251,195,0,56.28,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-07-30,False
190,-22,sellux,1611.87,-16.46,1739.67,-18.68,42.6,-0.74,89,54,35,0,60.67,3.0,0.0,3.0,0.0,-2.12,0,0.0,2024-12-16,True
191,-3,sqwndw,1611.84,0.11,1686.81,0.08,24.99,-0.01,865,487,369,9,56.3,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-01,True
-,-,swirek,1611.55,-0.46,1698.13,-0.43,28.86,0.01,228,138,88,2,60.53,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-06-05,False
192,-3,beowls,1611.03,-0.27,1762.05,-0.63,50.34,-0.12,55,35,20,0,63.64,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-15,True
193,-2,rasmulde,1610.79,0.0,1697.7,0.0,28.97,0.0,237,113,84,0,57.36,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-01,True
-,-,snuske,1608.44,0.06,1702.16,0.09,31.24,0.01,191,116,75,0,60.73,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-06-04,False
194,0,lloydinspace100,1608.21,-0.32,1683.93,-0.32,25.24,0.0,778,424,341,6,54.99,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
195,0,straszyk,1608.06,0.07,1696.8,-0.38,29.58,-0.15,224,132,91,1,58.93,3.0,1.0,2.0,0.0,-0.35,0,0.0,2024-12-14,True
-,-,yangziduan,1607.53,0.0,1734.79,0.0,42.42,0.0,84,23,26,1,46.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-11-15,False
196,379,vovka,1607.25,187.79,1779.42,122.6,57.39,-21.73,60,50,10,0,83.33,30.0,27.0,3.0,0.0,6.66,0,0.0,2025-01-25,True
197,1,aranwar,1604.7,0.24,1680.3,0.24,25.2,0.0,668,350,292,6,54.01,2.0,1.0,1.0,0.0,-0.01,0,0.0,2025-01-10,True
198,1,hcsquared,1604.39,0.08,1679.87,0.08,25.16,0.0,644,385,252,7,59.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
-,-,benni,1604.14,-0.24,1689.43,-0.24,28.43,0.0,268,172,95,1,64.18,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-09-03,False
199,-6,netopier,1603.64,-5.12,1679.9,-5.18,25.42,-0.02,852,476,369,7,55.87,3.0,0.0,3.0,0.0,-0.2,0,0.0,2024-12-13,True
200,1,midnightfox,1603.0,0.1,1694.26,0.1,30.42,0.0,198,121,75,2,61.11,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,avpl,1602.85,0.73,1740.67,0.76,45.94,0.01,89,68,21,0,76.4,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-10-22,False
201,12,ranch99,1602.48,9.66,1690.92,10.02,29.48,0.12,255,98,85,4,52.41,15.0,15.0,0.0,0.0,4.15,0,0.0,2024-12-17,True
-,-,garypan,1602.05,0.0,1726.28,0.0,41.41,0.0,86,21,15,1,56.76,0.0,0.0,0.0,0.0,0.0,0,0.0,2020-05-08,False
202,-6,bradswan,1601.96,-5.52,1678.7,-5.58,25.58,-0.02,432,243,183,6,56.25,3.0,0.0,3.0,0.0,-0.39,0,0.0,2024-12-07,True
-,-,shadow-knight,1601.78,-0.2,1686.53,-0.23,28.25,-0.01,238,137,98,3,57.56,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
-,-,winston11tw,1601.35,0.0,1689.19,0.0,29.28,0.0,222,112,92,1,54.63,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-12-05,False
203,-1,romendil,1601.02,1.26,1680.82,1.23,26.6,-0.01,341,204,132,5,59.82,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
204,-1,isman,1599.53,0.01,1685.03,-0.29,28.5,-0.1,244,143,98,3,58.61,3.0,1.0,2.0,0.0,-0.31,0,0.0,2024-12-12,True
205,1,adamez,1599.02,1.59,1693.46,1.02,31.48,-0.19,205,121,75,0,61.73,3.0,2.0,1.0,0.0,0.07,0,0.0,2024-12-11,True
206,-6,couchking,1598.23,-5.08,1674.4,-5.14,25.39,-0.02,795,473,316,6,59.5,3.0,0.0,3.0,0.0,-0.22,0,0.0,2024-12-12,True
207,-2,rhizom,1597.84,-0.03,1674.19,-0.03,25.45,0.0,532,279,248,5,52.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
-,-,ender_wiggin,1597.48,-3.84,1746.16,-4.86,49.56,-0.34,66,40,24,2,60.61,1.0,0.0,1.0,0.0,-0.93,0,0.0,2022-07-01,False
208,-4,scottrick,1597.17,-0.85,1754.85,0.17,52.56,0.34,72,54,18,0,75.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-15,True
209,-2,allmrak,1597.12,-0.02,1744.33,-0.02,49.07,0.0,79,37,11,0,77.08,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
210,8,funkylere,1596.84,6.6,1679.46,6.33,27.54,-0.09,280,164,113,3,58.57,3.0,3.0,0.0,0.0,0.45,0,0.0,2024-12-15,True
-,-,cokey,1596.74,-0.1,1698.14,-0.1,33.8,0.0,144,86,54,4,59.72,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-12-04,False
-,-,lawful,1596.34,0.0,1762.6,0.0,55.42,0.0,72,57,15,0,79.17,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-04-25,False
-,-,mc_esher,1595.95,0.0,1707.28,0.0,37.11,0.0,108,57,40,3,57.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
-,-,kelume,1595.78,0.0,1708.7,0.0,37.64,0.0,120,82,36,2,68.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-06-02,False
211,83,t0mk0t,1595.59,42.59,1729.54,29.15,44.65,-4.48,105,82,22,1,78.1,18.0,16.0,2.0,0.0,2.24,0,0.0,2024-12-27,True
212,-2,vitek,1595.35,0.83,1672.96,0.83,25.87,0.0,392,218,167,7,55.61,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
213,-1,lfrantisek,1593.46,-0.19,1672.69,-0.22,26.41,-0.01,390,233,154,3,59.74,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-15,True
-,-,gnoliy,1593.25,0.0,1706.44,0.0,37.73,0.0,120,78,42,0,65.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-03-02,False
214,14,rajeev,1593.22,7.13,1701.25,4.31,36.01,-0.94,133,93,40,0,69.92,7.0,5.0,2.0,0.0,0.08,0,0.0,2025-01-12,True
215,4,bitterblossom,1592.82,2.8,1681.38,2.26,29.52,-0.18,231,152,79,0,65.8,3.0,2.0,1.0,0.0,0.01,0,0.0,2024-12-27,True
-,-,jkmushy,1592.33,0.0,1694.99,0.0,34.22,0.0,150,72,52,0,58.06,0.0,0.0,0.0,0.0,0.0,0,0.0,2021-01-24,False
216,1,sergiocamp,1591.34,0.71,1727.36,0.68,45.34,-0.01,90,58,31,1,64.44,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-15,True
217,-2,mark0n,1591.04,0.3,1666.64,0.3,25.2,0.0,735,413,290,12,57.76,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-31,True
218,6,dragonite,1590.6,3.13,1666.35,3.04,25.25,-0.03,622,363,251,8,58.36,7.0,4.0,3.0,0.0,-0.01,0,0.0,2025-01-04,True
219,-3,dvale112,1590.5,-0.23,1666.22,-0.23,25.24,0.0,629,361,263,5,57.39,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
220,-6,mattian12000,1590.32,-0.97,1665.74,-0.97,25.14,0.0,628,345,260,4,56.65,4.0,2.0,2.0,0.0,-0.04,0,0.0,2025-01-12,True
221,28,trilceac,1590.27,12.39,1666.17,12.36,25.3,-0.01,718,362,307,6,53.63,7.0,6.0,1.0,0.0,0.34,0,0.0,2025-01-05,True
-,-,mugiwaranolofwyr,1590.23,-0.01,1674.05,-0.01,27.94,0.0,264,141,107,0,56.85,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-05-01,False
222,9,db.starman,1590.11,5.83,1665.65,5.86,25.18,0.01,663,380,280,3,57.32,3.0,3.0,0.0,0.0,0.2,0,0.0,2024-12-16,True
223,12,champdeglace,1589.99,6.67,1668.26,6.55,26.09,-0.04,464,298,162,4,64.22,3.0,3.0,0.0,0.0,0.23,0,0.0,2024-12-23,True
224,-4,bulten,1588.95,0.19,1684.17,-3.32,31.74,-1.17,220,155,62,3,70.45,22.0,11.0,11.0,0.0,-2.28,0,0.0,2025-01-10,True
-,-,shilin,1588.79,-0.59,1719.08,-0.29,43.43,0.1,116,87,29,0,75.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
-,-,laohuang,1588.54,0.63,1664.08,0.6,25.18,-0.01,715,284,321,12,46.03,0.0,0.0,0.0,0.0,0.0,0,0.0,2023-11-15,False
225,-4,hsugneslie,1588.33,-0.3,1667.83,-0.3,26.5,0.0,410,241,168,1,58.78,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-08-11,True
226,-3,lt.stuntovic,1587.8,-0.23,1665.08,-0.2,25.76,0.01,480,276,203,1,57.5,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-04-14,True
-,-,slender,1587.56,-0.04,1689.74,-0.04,34.06,0.0,138,85,52,1,61.59,0.0,0.0,0.0,0.0,0.0,0,0.0,2022-09-04,False
227,-5,olesch,1587.39,-1.18,1663.89,-1.12,25.5,0.02,626,341,278,7,54.47,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
228,-2,jcleek,1587.23,-0.01,1663.85,-0.01,25.54,0.0,486,218,205,2,51.29,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
229,-2,prautim,1586.26,-0.39,1697.05,-0.24,36.93,0.05,120,66,53,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-15,True
230,-22,jaggl,1585.85,-9.33,1670.03,-9.42,28.06,-0.03,254,147,104,3,57.87,4.0,1.0,3.0,0.0,-0.53,0,0.0,2025-01-06,True
231,-1,notbot66,1585.53,0.52,1707.51,-1.97,40.66,-0.83,121,83,38,0,68.6,3.0,1.0,2.0,0.0,-0.89,0,0.0,2024-12-17,True
232,8,crownkiller,1585.25,3.95,1667.72,3.23,27.49,-0.24,319,188,107,2,63.3,9.0,6.0,3.0,0.0,0.11,0,0.0,2025-01-29,True
233,5,peposqui,1584.27,2.02,1662.3,1.87,26.01,-0.05,410,250,159,1,60.98,3.0,2.0,1.0,0.0,0.05,0,0.0,2024-12-07,True
234,-1,jorrig,1583.81,0.12,1659.59,0.12,25.26,0.0,705,336,311,4,51.61,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-09-04,True
235,10,mindkillazz,1583.73,4.9,1661.94,4.63,26.07,-0.09,375,213,158,4,56.8,7.0,5.0,2.0,0.0,0.28,0,0.0,2025-01-17,True
236,-4,berfner,1583.68,-0.47,1676.44,-0.53,30.92,-0.02,182,108,72,2,59.34,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-13,True
237,-3,pote,1583.37,-0.24,1663.32,-0.3,26.65,-0.02,363,222,139,2,61.16,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-07-15,True
238,1,shincham,1581.28,-0.14,1656.79,-0.11,25.17,0.01,621,356,257,8,57.33,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-10-29,True
239,-2,jonny125,1581.04,-1.83,1656.04,-1.89,25.0,-0.02,918,504,406,8,54.9,3.0,1.0,2.0,0.0,-0.07,0,0.0,2024-12-08,True
240,2,demetrius,1581.02,1.17,1698.5,1.08,39.16,-0.03,127,83,44,0,65.35,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-11-05,True
