Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Leaderboard Rank
1319,new,Zielonus,-,789.71,339.71,1265.55,-234.45,158.61,158.61,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-30,-,-
-,-,Bushel,-,789.11,-1.06,1248.51,0.0,153.13,0.35,9,0.0,2,0.0,7,0.0,0,0.0,22.22,0.0,2023-04-02,-,1060.0
1320,new,Igrokratiya,-,788.39,338.39,1231.74,-268.26,147.78,147.78,6,6.0,0,0.0,6,6.0,0,0.0,0.0,0.0,2025-01-29,-,1404.0
1321,new,Serrapac,-,788.28,338.28,1298.45,-201.55,170.06,170.06,5,5.0,1,1.0,4,4.0,0,0.0,20.0,20.0,2025-02-02,-,-
-,-,HnNAdventures,-,787.78,-1.59,1095.82,0.0,102.68,0.53,21,0.0,4,0.0,17,0.0,0,0.0,19.05,0.0,2024-02-23,-,1060.0
-,-,Badavan,-,786.65,-0.67,1516.71,0.0,243.35,0.22,3,0.0,2,0.0,1,0.0,0,0.0,66.67,0.0,2024-01-16,-,1060.0
1322,new,stanze,-,785.47,335.47,1238.01,-261.99,150.85,150.85,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-01,-,-
1323,new,Keyadoria,-,785.31,335.31,1266.94,-233.06,160.54,160.54,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-01-29,-,-
-,-,superginger,-,784.78,-0.94,1305.66,0.0,173.63,0.31,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-03-01,-,-
1324,unretired,FabioBE81,-,783.86,268.84,1213.7,13.33,143.28,-85.17,9,6.0,2,2.0,7,4.0,0,0.0,22.22,22.22,2025-02-02,-,811.0
-,-,ahowlin,-,782.62,-0.83,1373.7,0.0,197.03,0.28,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,1355.0
1325,new,MadNut86,-,782.62,332.62,1359.0,-141.0,192.13,192.13,4,4.0,1,1.0,3,3.0,0,0.0,25.0,25.0,2025-01-26,-,-
-,-,xiangyi,-,780.48,-0.77,1416.24,0.0,211.92,0.26,4,0.0,1,0.0,2,0.0,1,0.0,25.0,0.0,2021-11-15,-,-
-,-,ALEKYD,-,780.48,-0.77,1416.24,0.0,211.92,0.26,4,0.0,1,0.0,2,0.0,1,0.0,25.0,0.0,2021-11-15,-,-
-,-,Jerome_Eiffel,-,780.15,-0.72,1460.41,0.0,226.76,0.24,2,0.0,1,0.0,1,0.0,0,0.0,50.0,0.0,2023-10-22,-,-
-,-,applearn,-,779.54,-0.89,1329.21,0.0,183.22,0.3,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2023-03-01,-,-
1326,new,SpillisWillis,-,779.28,329.28,1262.53,-237.47,161.08,161.08,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-01-29,-,-
1327,-341,Talbatross,-,778.92,-1.24,1174.81,0.0,131.96,0.41,12,0.0,2,0.0,10,0.0,0,0.0,16.67,0.0,2024-04-04,-,528.0
1328,new,thegruffalo,-,778.85,328.85,1241.49,-258.51,154.21,154.21,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-02-03,-,-
-,-,Nacarato,-,778.54,-0.55,1662.31,0.0,294.59,0.18,1,0.0,1,0.0,0,0.0,0,0.0,100.0,0.0,2019-05-13,-,-
1329,unretired,Abuceb,-,778.03,182.91,1186.25,-61.25,136.07,-81.39,9,6.0,1,1.0,8,5.0,0,0.0,11.11,11.11,2025-02-12,-,1050.0
1330,new,KingPerun,-,777.64,327.64,1255.22,-244.78,159.19,159.19,6,6.0,1,1.0,4,4.0,1,1.0,16.67,16.67,2025-01-27,-,1389.0
1331,-344,Benici,-,776.15,-1.07,1235.65,0.0,153.16,0.36,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-04-04,-,885.0
-,-,SagYer,-,775.97,-0.75,1431.74,0.0,218.59,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,KytteKatte,-,775.97,-0.75,1431.74,0.0,218.59,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,anakbawang,-,775.78,-0.55,1662.31,0.0,295.51,0.18,1,0.0,1,0.0,0,0.0,0,0.0,100.0,0.0,2018-01-03,-,-
-,-,JeremyBrokaw,US,775.78,-0.55,1662.31,0.0,295.51,0.18,1,0.0,1,0.0,0,0.0,0,0.0,100.0,0.0,2018-02-18,P,-
1332,new,Tototrillion,-,774.77,324.77,1343.24,-156.76,189.49,189.49,4,4.0,1,1.0,3,3.0,0,0.0,25.0,25.0,2025-02-07,-,1394.0
1333,new,Raffaelus,-,774.69,324.69,1385.08,-114.92,203.46,203.46,4,4.0,2,2.0,2,2.0,0,0.0,50.0,50.0,2025-02-01,-,-
1334,new,Castanicus,-,773.17,323.17,1224.55,-275.45,150.46,150.46,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-02-07,-,-
1335,new,JBloodski,-,772.68,322.68,1274.33,-225.67,167.21,167.21,5,5.0,1,1.0,4,4.0,0,0.0,20.0,20.0,2025-01-30,-,-
-,-,defazze,-,772.0,-0.76,1419.74,0.0,215.91,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
1336,new,Kermitoos,-,771.79,321.79,1349.07,-150.93,192.43,192.43,3,3.0,1,1.0,2,2.0,0,0.0,33.33,33.33,2024-12-13,-,-
-,-,ZguZimZguZa,-,770.86,-0.75,1423.18,0.0,217.44,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,Tohuwabohu,-,770.57,-0.73,1436.51,0.0,221.98,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,ludnunes,-,770.57,-0.73,1436.51,0.0,221.98,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
1337,-349,DancingQuinn,-,770.33,-1.01,1253.04,0.0,160.9,0.34,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-08-04,-,1398.0
1338,new,ThePerceptiveGamer,-,769.88,319.88,1213.43,-286.57,147.85,147.85,7,7.0,2,2.0,5,5.0,0,0.0,28.57,28.57,2025-02-18,-,-
-,-,Durin_NL,NL,769.74,-0.74,1427.62,0.0,219.29,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,orlin614,-,768.0,-1.14,1198.28,0.0,143.43,0.38,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2023-10-22,-,-
1339,-350,cultro,-,767.59,-1.41,1114.64,0.0,115.68,0.47,12,0.0,1,0.0,11,0.0,0,0.0,8.33,0.0,2024-10-31,-,946.0
-,-,alexruzzier,-,764.18,-0.93,1290.82,0.0,175.55,0.31,5,0.0,1,0.0,4,0.0,0,0.0,20.0,0.0,2024-02-23,-,950.0
1340,-350,Dragonheard4,-,762.44,-0.86,1332.82,0.0,190.13,0.29,5,0.0,1,0.0,4,0.0,0,0.0,20.0,0.0,2024-04-04,-,608.0
-,-,jogkongTW,-,759.18,-0.77,1396.53,0.0,212.45,0.26,6,0.0,1,0.0,4,0.0,1,0.0,16.67,0.0,2023-03-01,-,942.0
-,-,LavenderQueen,-,755.36,-0.78,1385.65,0.0,210.1,0.26,3,0.0,0,0.0,1,0.0,2,0.0,0.0,0.0,2024-01-16,-,1279.0
1341,-349,ndzwdz,-,754.83,-1.95,1006.62,0.0,83.93,0.65,30,0.0,3,0.0,26,0.0,1,0.0,10.0,0.0,2024-10-31,-,1025.0
1342,new,JonJayJanyJanzn,-,754.62,304.62,1395.19,-104.81,213.52,213.52,3,3.0,1,1.0,2,2.0,0,0.0,33.33,33.33,2024-12-08,-,-
1343,-349,MATADORDELMAR,-,752.67,1.97,1176.91,-65.34,141.41,-22.44,9,3.0,2,0.0,7,3.0,0,0.0,22.22,-11.11,2024-12-06,-,950.0
1344,-351,Albino,-,750.31,-1.03,1225.29,0.0,158.33,0.34,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-04-04,-,734.0
1345,new,Scotty4s,-,748.29,298.29,1268.11,-231.89,173.27,173.27,4,4.0,1,1.0,3,3.0,0,0.0,25.0,25.0,2025-02-04,-,-
1346,new,Apriori1,-,747.3,297.3,1226.0,-274.0,159.57,159.57,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-01-31,-,-
-,-,Jelen117,-,747.18,-0.91,1282.53,0.0,178.45,0.3,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2023-03-01,-,1241.0
1347,new,PortugueseBandit,-,746.8,296.8,1251.37,-248.63,168.19,168.19,6,6.0,2,2.0,4,4.0,0,0.0,33.33,33.33,2025-02-04,-,-
1348,new,Monty1979,-,745.74,295.74,1292.49,-207.51,182.25,182.25,4,4.0,1,1.0,3,3.0,0,0.0,25.0,25.0,2025-02-05,-,-
-,-,SargeGunz,-,744.68,-0.75,1394.91,0.0,216.75,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
-,-,Left-fire-egg,-,744.28,-0.93,1272.23,0.0,175.98,0.31,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
1349,-354,pablocg,-,743.97,-1.03,1217.38,0.0,157.8,0.34,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-04-04,-,820.0
-,-,IndieErikJones,-,743.69,-1.02,1221.82,0.0,159.38,0.34,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
1350,new,NicolasJavier,-,743.08,293.08,1213.99,-286.01,156.97,156.97,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-01-31,-,-
1351,-360,Jacko65,-,742.73,-19.65,1033.93,-46.96,97.07,-9.1,24,6.0,3,0.0,21,6.0,0,0.0,12.5,-4.17,2025-02-06,-,880.0
1352,new,Kecso,-,740.97,290.97,1182.79,-317.21,147.27,147.27,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-02-04,-,-
1353,-357,Doddus,-,740.35,-0.96,1249.67,0.0,169.77,0.32,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-04-04,-,885.0
-,-,ZeroMaximus,-,739.77,-0.77,1375.08,0.0,211.77,0.26,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2024-01-16,-,1279.0
-,-,marcelodadf,-,739.19,-0.8,1352.03,0.0,204.28,0.27,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
-,-,CeeJ,-,739.15,-0.91,1276.95,0.0,179.27,0.3,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-01-16,-,1279.0
-,-,CabalSociety,-,738.55,-0.93,1267.08,0.0,176.18,0.31,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2023-03-01,-,-
-,-,JoeBa,-,737.9,-0.98,1239.2,0.0,167.1,0.33,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,856.0
-,-,Keffo,-,737.62,-0.75,1393.33,0.0,218.57,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
1354,new,reddog,-,735.86,285.86,1164.5,-335.5,142.88,142.88,6,6.0,0,0.0,6,6.0,0,0.0,0.0,0.0,2025-01-31,-,-
-,-,Jobjobsdone,-,735.86,-0.9,1277.96,0.0,180.7,0.3,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2023-03-01,-,-
-,-,Vinny6060,-,733.05,-0.91,1268.61,0.0,178.52,0.3,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,872.0
1355,new,Gramadancho,-,732.07,282.07,1202.22,-297.78,156.72,156.72,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-02-01,-,-
-,-,Nele,-,731.8,-0.75,1387.57,0.0,218.59,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,Athelis,-,731.8,-0.75,1387.57,0.0,218.59,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,RiccardoRaso,-,731.8,-0.75,1387.57,0.0,218.59,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,-BARBAR-,-,728.85,-0.9,1269.93,0.0,180.36,0.3,7,0.0,1,0.0,5,0.0,1,0.0,14.29,0.0,2023-01-15,-,-
-,-,Garghi,IT,726.61,-0.99,1222.55,0.0,165.31,0.33,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-07-15,-,1362.0
1356,unretired,monorator,-,725.66,210.64,1165.21,-35.16,146.52,-81.93,9,6.0,1,1.0,8,5.0,0,0.0,11.11,11.11,2025-02-02,-,1241.0
-,-,Foujou,-,724.05,-0.98,1224.39,0.0,166.78,0.33,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
-,-,MadAvenger,-,723.93,-0.97,1230.33,0.0,168.8,0.32,7,0.0,1,0.0,6,0.0,0,0.0,14.29,0.0,2023-01-15,-,-
1357,-360,MarioG1,-,722.94,-0.92,1252.28,0.0,176.44,0.31,3,0.0,0,0.0,3,0.0,0,0.0,0.0,0.0,2024-04-14,-,-
1358,new,ElArchitekto,-,722.42,272.42,1211.03,-288.97,162.87,162.87,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-02-02,-,-
-,-,chumchu,-,721.99,-0.63,1500.0,0.0,259.34,0.21,2,0.0,1,0.0,1,0.0,0,0.0,50.0,0.0,2018-01-16,-,-
1359,new,Wing,-,721.75,271.75,1229.69,-270.31,169.31,169.31,5,5.0,0,0.0,4,4.0,1,1.0,0.0,0.0,2025-01-31,-,-
1360,new,Qirgi,-,720.31,270.31,1253.86,-246.14,177.85,177.85,5,5.0,2,2.0,3,3.0,0,0.0,40.0,40.0,2025-01-28,-,-
1361,new,Ivan04,-,719.96,269.96,1281.23,-218.77,187.09,187.09,4,4.0,1,1.0,3,3.0,0,0.0,25.0,25.0,2025-01-29,-,1404.0
1362,new,kivirowei,-,718.95,268.95,1207.07,-292.93,162.7,162.7,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-02-01,-,-
-,-,Moondarra,-,717.3,-0.75,1365.23,0.0,215.98,0.25,3,0.0,0,0.0,2,0.0,1,0.0,0.0,0.0,2023-01-15,-,-
1363,-365,__Alex__,-,716.71,-1.81,987.52,0.0,90.27,0.6,38,0.0,3,0.0,30,0.0,5,0.0,7.89,0.0,2024-10-01,-,1411.0
1364,new,BillyPilgrim,-,716.31,266.31,1341.78,-158.22,208.49,208.49,3,3.0,1,1.0,2,2.0,0,0.0,33.33,33.33,2024-12-17,-,-
-,-,nasing,-,715.59,-0.73,1384.35,0.0,222.92,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,thebigcheese,-,715.23,-1.01,1200.18,0.0,161.65,0.34,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
-,-,Cragheart,DK,714.37,-0.93,1238.0,0.0,174.54,0.31,5,0.0,1,0.0,4,0.0,0,0.0,20.0,0.0,2023-04-02,-,-
-,-,Tippin,-,714.06,-0.71,1400.12,0.0,228.69,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2024-02-23,-,1060.0
-,-,SPEEDOWAGON,-,714.06,-0.71,1400.12,0.0,228.69,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2024-01-16,-,1050.0
-,-,Nymphaea,DE,714.06,-0.71,1400.12,0.0,228.69,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2024-01-16,-,1192.0
-,-,tiagosilva,-,714.06,-0.71,1400.12,0.0,228.69,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2024-01-16,-,1021.0
-,-,jjmancini,-,713.06,-0.97,1218.7,0.0,168.55,0.32,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-01-16,-,1223.0
-,-,Drk,IT,711.22,-0.71,1400.12,0.0,229.64,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,643.0
-,-,Elendil,-,711.22,-0.71,1400.12,0.0,229.64,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,1355.0
-,-,Svaldini,CA,711.22,-0.71,1400.12,0.0,229.64,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,somanyrocks,-,711.22,-0.71,1400.12,0.0,229.64,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,Hokingfai,HK,711.22,-0.71,1400.12,0.0,229.64,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,1036.0
-,-,MickeyStein,-,711.22,-0.71,1400.12,0.0,229.64,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,439.0
1365,-366,Maukka,-,711.03,-0.96,1221.09,0.0,170.02,0.32,8,0.0,1,0.0,7,0.0,0,0.0,12.5,0.0,2024-04-04,-,858.0
-,-,MythMoth,-,710.34,-0.75,1365.66,0.0,218.44,0.25,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2023-01-15,-,-
-,-,Seeker6498,-,709.48,-0.79,1328.59,0.0,206.37,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
1366,-365,Lindoro,-,705.7,-0.91,1245.89,0.0,180.06,0.3,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2024-08-11,-,1279.0
-,-,Rancho,-,700.74,-1.02,1179.4,0.0,159.55,0.34,9,0.0,1,0.0,8,0.0,0,0.0,11.11,0.0,2024-02-23,-,995.0
-,-,Tomo,-,699.46,-1.0,1188.9,0.0,163.15,0.33,8,0.0,1,0.0,7,0.0,0,0.0,12.5,0.0,2024-01-16,-,1216.0
-,-,OffDutyDad,-,699.08,-0.93,1223.58,0.0,174.84,0.31,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
-,-,nexpyru,-,697.18,-0.96,1208.98,0.0,170.6,0.32,7,0.0,1,0.0,6,0.0,0,0.0,14.29,0.0,2023-05-14,-,-
1367,new,rem_Abaddon,-,697.01,247.01,1196.32,-303.68,166.43,166.43,6,6.0,1,1.0,5,5.0,0,0.0,16.67,16.67,2025-01-30,-,-
1368,-365,1977dragon,-,696.84,-1.0,1187.86,0.0,163.67,0.33,7,0.0,3,0.0,4,0.0,0,0.0,42.86,0.0,2024-08-11,-,1009.0
-,-,jobe,-,696.74,-1.08,1148.42,0.0,150.56,0.36,8,0.0,1,0.0,7,0.0,0,0.0,12.5,0.0,2023-09-24,-,-
-,-,Hapetiitti,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,hewb2006,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Peaceminusone,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,G,-
-,-,pilscobra,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Nagato,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,jeannot_la_pinte,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Jaack,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,hcllineker,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Nelissanne,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Dedengkot,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,czosy,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,goldeneyeonline,DE,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,joofajnvyber,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Lemth,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,rmrfusr,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,GMass,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Iba,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,lpoulter,GB,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Prezez,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Freddy1986,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Tosser,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Baso,IT,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Silent82,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,ZenosHoplite,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,astrostl,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Beru,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,whq115,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Marcin85,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Toniolamachine,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Yellowhammer,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,xiaxud,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,toooooof,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Grisen,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,wolvie02,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Xunguito,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
-,-,Qrzy,-,696.71,-0.77,1332.47,0.0,211.92,0.26,4,0.0,1,0.0,3,0.0,0,0.0,25.0,0.0,2021-11-15,-,-
1369,new,S0neca_,-,696.12,246.12,1385.9,-114.1,229.93,229.93,2,2.0,1,1.0,1,1.0,0,0.0,50.0,50.0,2024-12-05,-,-
1370,unretired,Xela1988,-,695.63,6.44,1109.78,-136.19,138.05,-47.54,10,5.0,1,0.0,9,5.0,0,0.0,10.0,-10.0,2025-01-29,-,1060.0
-,-,Marassi,BR,695.14,-0.94,1214.88,0.0,173.25,0.31,7,0.0,1,0.0,5,0.0,1,0.0,14.29,0.0,2023-01-15,-,-
-,-,Quality_Jones,-,692.26,-0.94,1212.01,0.0,173.25,0.31,7,0.0,1,0.0,6,0.0,0,0.0,14.29,0.0,2023-01-15,-,-
-,-,Roksis,-,688.57,-0.95,1203.5,0.0,171.64,0.32,7,0.0,1,0.0,6,0.0,0,0.0,14.29,0.0,2023-01-15,G,-
1371,unretired,SCN,-,686.86,-114.97,1087.67,-292.53,133.6,-59.19,8,5.0,1,0.0,7,5.0,0,0.0,12.5,-20.83,2025-02-08,-,1060.0
1372,new,lengesses,-,683.5,233.5,1270.18,-229.82,195.56,195.56,3,3.0,0,0.0,3,3.0,0,0.0,0.0,0.0,2024-12-12,-,-
-,-,ZappBranigan,-,683.29,-0.96,1193.43,0.0,170.04,0.32,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
-,-,Nognix,-,683.18,-0.72,1365.0,0.0,227.27,0.24,2,0.0,1,0.0,1,0.0,0,0.0,50.0,0.0,2024-01-16,-,1031.0
1373,unretired,BlackSmyth,-,683.01,95.41,1114.63,-8.8,143.87,-34.74,10,5.0,1,1.0,9,4.0,0,0.0,10.0,10.0,2025-01-30,-,1060.0
1374,-370,Emiliano,IT,680.85,-1.04,1153.39,0.0,157.51,0.35,9,0.0,1,0.0,8,0.0,0,0.0,11.11,0.0,2024-04-04,-,885.0
-,-,ThonosP,BE,680.47,-0.73,1349.45,0.0,222.99,0.24,3,0.0,1,0.0,2,0.0,0,0.0,33.33,0.0,2024-01-16,-,1279.0
-,-,RyGuy123,-,680.16,-0.95,1194.13,0.0,171.33,0.32,6,0.0,1,0.0,5,0.0,0,0.0,16.67,0.0,2024-02-23,-,1060.0
-,-,Nyita,-,679.45,-0.92,1211.08,0.0,177.21,0.31,7,0.0,1,0.0,6,0.0,0,0.0,14.29,0.0,2023-01-15,-,-
-,-,lingdianyike,-,679.45,-0.92,1211.08,0.0,177.21,0.31,7,0.0,1,0.0,6,0.0,0,0.0,14.29,0.0,2023-01-15,-,1279.0
-,-,Dharkan_Kaazar,-,679.1,-0.82,1278.79,0.0,199.9,0.27,3,0.0,0,0.0,3,0.0,0,0.0,0.0,0.0,2024-02-23,-,1060.0
