Rank,Rank Δ,Player,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title
1349,-18,Mighke,1038.0,83.78,1372.76,-64.01,111.58,-49.26,12,6.0,5,3.0,7,3.0,0,0.0,41.67,8.34,2025-01-15,-
1350,-95,Richy_Doulares,1037.84,-1.35,1400.04,0.0,120.73,0.45,12,0.0,5,0.0,6,0.0,1,0.0,41.67,0.0,2024-03-03,-
-,-,MadsB,1037.46,-2.39,1244.14,0.0,68.89,0.8,42,0.0,12,0.0,30,0.0,0,0.0,28.57,0.0,2023-09-03,-
-,-,Dharkan_Kaazar,1037.24,-1.17,1456.54,0.0,139.77,0.39,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-02-23,-
1351,-95,Saish,1036.61,0.97,1173.3,1.8,45.56,0.28,156,3.0,37,1.0,119,2.0,0,0.0,23.72,0.19,2024-12-17,-
1352,-75,Devonia,1036.33,25.1,1361.0,-98.65,108.23,-41.25,18,6.0,5,1.0,13,5.0,0,0.0,27.78,-5.55,2025-01-17,-
1353,-300,fantasyyu,1035.48,-138.4,1549.83,-255.76,171.45,-39.12,6,3.0,4,1.0,2,2.0,0,0.0,66.67,-33.33,2024-12-18,-
-,-,Mochi1214,1034.85,-1.38,1390.91,0.0,118.69,0.46,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2024-02-23,-
-,-,zyx19951124,1033.15,-1.76,1313.51,0.0,93.45,0.59,36,0.0,11,0.0,24,0.0,1,0.0,30.56,0.0,2020-09-27,-
1354,-37,Seabrook,1032.75,61.56,1203.24,45.46,56.83,-5.37,66,15.0,14,6.0,49,8.0,3,1.0,21.21,5.52,2025-01-28,-
-,-,Signor_Darcy,1032.7,-3.02,1197.72,0.0,55.01,1.01,120,0.0,29,0.0,91,0.0,0,0.0,24.17,0.0,2024-01-16,-
-,-,Raystoneg,1032.24,-1.63,1335.62,0.0,101.12,0.54,24,0.0,8,0.0,16,0.0,0,0.0,33.33,0.0,2020-09-27,-
-,-,Penisbursche,1032.22,-1.6,1343.51,0.0,103.76,0.53,24,0.0,10,0.0,14,0.0,0,0.0,41.67,0.0,2020-06-28,-
-,-,theblender,1032.13,-1.89,1295.76,0.0,87.88,0.63,42,0.0,15,0.0,25,0.0,2,0.0,35.71,0.0,2023-01-15,-
-,-,Rodraca,1030.88,-1.11,1473.69,0.0,147.6,0.37,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-01-15,-
-,-,wkawkfl,1030.22,-1.47,1363.42,0.0,111.07,0.49,24,0.0,9,0.0,14,0.0,1,0.0,37.5,0.0,2020-09-27,-
1355,-43,Atomtomate,1029.46,56.62,1202.07,45.78,57.54,-3.61,57,9.0,12,5.0,44,4.0,1,0.0,21.05,6.47,2025-01-09,-
-,-,pearh,1027.98,-1.16,1449.1,0.0,140.37,0.39,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2020-09-27,-
1356,-73,Serrapac,1027.68,24.38,1363.88,-88.68,112.07,-37.69,12,6.0,5,3.0,7,3.0,0,0.0,41.67,8.34,2025-01-09,-
-,-,CefreBunda,1027.4,-1.75,1307.92,0.0,93.51,0.58,42,0.0,11,0.0,30,0.0,1,0.0,26.19,0.0,2018-06-17,-
-,-,SatoruGojo,1027.0,-1.28,1409.45,0.0,127.48,0.43,12,0.0,4,0.0,7,0.0,1,0.0,33.33,0.0,2024-02-23,-
-,-,LucaDiGennaro,1026.91,-1.16,1448.97,0.0,140.69,0.39,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2018-10-14,-
1357,-79,CharlieFish,1026.18,15.57,1368.16,-102.18,114.0,-39.25,12,6.0,5,3.0,7,3.0,0,0.0,41.67,8.34,2025-01-09,-
-,-,Ralpher,1026.12,-1.16,1448.39,0.0,140.76,0.39,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2020-06-28,-
-,-,checkmate4200,1025.9,-1.71,1311.95,0.0,95.35,0.57,42,0.0,13,0.0,29,0.0,0,0.0,30.95,0.0,2018-06-10,-
1358,-94,Gadgame,1024.26,-1.64,1323.77,0.0,99.83,0.55,18,0.0,6,0.0,12,0.0,0,0.0,33.33,0.0,2024-04-04,-
1359,73,Tyrtaios,1024.09,247.51,1389.05,171.49,121.65,-25.34,12,6.0,5,4.0,7,2.0,0,0.0,41.67,25.0,2025-01-17,-
-,-,DaMeager,1023.38,-1.81,1295.21,0.0,90.61,0.6,24,0.0,8,0.0,16,0.0,0,0.0,33.33,0.0,2021-12-05,-
-,-,Adunak,1023.18,-1.72,1308.45,0.0,95.09,0.57,24,0.0,9,0.0,14,0.0,1,0.0,37.5,0.0,2021-06-02,-
1360,-94,Rona_the_Terrible,1022.9,-1.4,1373.04,0.0,116.72,0.47,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2024-03-03,-
-,-,Mandrillus,1022.72,-2.16,1250.03,0.0,75.77,0.72,36,0.0,8,0.0,27,0.0,1,0.0,22.22,0.0,2023-03-01,-
1361,23,SunGodREI,1021.81,157.26,1342.51,43.07,106.9,-38.06,12,6.0,6,4.0,6,2.0,0,0.0,50.0,16.67,2025-01-15,-
1362,-77,Bruce.Twarze,1021.11,19.0,1276.9,-69.83,85.26,-29.61,24,6.0,7,2.0,17,4.0,0,0.0,29.17,1.39,2025-01-14,-
1363,-130,nge,1020.73,-40.43,1293.09,-87.96,90.79,-15.84,24,6.0,6,0.0,18,6.0,0,0.0,25.0,-8.33,2025-01-17,-
1364,21,RAKoS,1020.11,156.24,1270.5,84.05,83.46,-24.06,30,12.0,9,5.0,21,7.0,0,0.0,30.0,7.78,2025-01-08,-
-,-,MBK,1019.96,-1.38,1374.83,0.0,118.29,0.46,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2024-02-23,-
1365,-216,Xela1988,1019.86,-94.72,1262.15,-128.5,80.76,-11.26,27,6.0,9,0.0,18,6.0,0,0.0,33.33,-9.53,2025-01-19,-
1366,47,SpillisWillis,1017.11,194.84,1368.0,70.17,116.97,-41.56,12,6.0,5,3.0,7,3.0,0,0.0,41.67,8.34,2025-01-12,-
-,-,samlives,1016.91,-1.43,1363.54,0.0,115.54,0.48,30,0.0,9,0.0,20,0.0,1,0.0,30.0,0.0,2024-02-23,-
-,-,Billtje,1016.9,-1.25,1409.64,0.0,130.91,0.42,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2021-03-02,-
1367,-116,Msandry,1016.23,-29.53,1269.33,-42.46,84.37,-4.31,27,3.0,8,0.0,19,3.0,0,0.0,29.63,-3.7,2024-12-02,-
-,-,MadAvenger,1016.2,-3.08,1176.57,0.0,53.46,1.03,114,0.0,29,0.0,83,0.0,2,0.0,25.44,0.0,2023-01-15,-
1368,22,mkuz18,1015.62,156.66,1346.0,38.7,110.13,-39.32,12,6.0,3,2.0,7,2.0,2,2.0,25.0,8.33,2025-01-21,-
1369,-85,pj79,1014.66,11.54,1167.63,-1.51,50.99,-4.35,75,9.0,17,0.0,54,6.0,4,3.0,22.67,-3.09,2025-01-23,-
1370,87,PatPunisher,1014.38,278.1,1347.61,-8.19,111.08,-95.43,12,6.0,4,2.0,8,4.0,0,0.0,33.33,0.0,2025-01-13,-
-,-,Kykelodeon,1013.86,-1.99,1262.79,0.0,82.98,0.66,36,0.0,11,0.0,25,0.0,0,0.0,30.56,0.0,2021-03-02,-
-,-,Master_Nodu,1013.63,-2.26,1230.98,0.0,72.45,0.75,36,0.0,12,0.0,24,0.0,0,0.0,33.33,0.0,2023-02-05,-
1371,115,Sabastapul,1013.43,377.34,1396.79,295.92,127.79,-27.14,18,6.0,6,4.0,12,2.0,0,0.0,33.33,16.66,2025-01-12,-
-,-,Jiggling,1013.17,-1.5,1339.6,0.0,108.81,0.5,24,0.0,8,0.0,16,0.0,0,0.0,33.33,0.0,2020-09-27,-
1372,117,Qirgi,1012.61,385.76,1374.16,137.5,120.52,-82.75,12,6.0,6,4.0,6,2.0,0,0.0,50.0,16.67,2025-01-13,-
1373,new,Larsusvonundzu,1012.49,562.49,1326.11,-173.89,104.54,104.54,15,15.0,6,6.0,9,9.0,0,0.0,40.0,40.0,2025-01-16,-
-,-,Swingles,1012.21,-1.75,1292.13,0.0,93.31,0.58,24,0.0,11,0.0,13,0.0,0,0.0,45.83,0.0,2022-06-05,-
1374,-115,Oranim,1012.2,-21.07,1268.4,-61.59,85.4,-13.51,27,6.0,6,0.0,20,6.0,1,0.0,22.22,-6.35,2025-01-15,-
1375,-103,Jbob2626,1011.35,-4.15,1340.92,-109.65,109.86,-35.17,12,6.0,5,2.0,7,4.0,0,0.0,41.67,-8.33,2025-01-09,-
-,-,Krucik,1010.98,-2.02,1256.53,0.0,81.85,0.67,48,0.0,12,0.0,33,0.0,3,0.0,25.0,0.0,2023-03-01,-
1376,-82,wheelerruss,1010.88,19.31,1117.87,18.08,35.66,-0.41,279,15.0,53,6.0,223,8.0,3,1.0,19.0,1.2,2025-01-15,-
-,-,Jinster99,1010.2,-2.23,1230.74,0.0,73.51,0.74,72,0.0,17,0.0,54,0.0,1,0.0,23.61,0.0,2020-12-06,-
1377,-11,CuJ,1009.18,111.85,1238.22,70.73,76.35,-13.71,30,9.0,9,4.0,20,4.0,1,1.0,30.0,6.19,2025-01-16,-
-,-,Nyalala,1009.15,-1.17,1428.37,0.0,139.74,0.39,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2020-03-30,-
-,-,Richy_DNF,1007.63,-1.47,1341.37,0.0,111.25,0.49,24,0.0,9,0.0,15,0.0,0,0.0,37.5,0.0,2020-09-27,-
1378,3,Wyszek,1007.49,138.34,1347.9,40.88,113.47,-32.49,12,6.0,3,2.0,9,4.0,0,0.0,25.0,8.33,2025-01-08,-
1379,-38,Jakuu,1006.3,69.52,1278.28,37.19,90.66,-10.78,24,6.0,5,2.0,19,4.0,0,0.0,20.83,4.16,2025-01-16,-
1380,-88,ouTlier,1005.25,9.9,1353.16,-107.23,115.97,-39.05,12,6.0,2,0.0,10,6.0,0,0.0,16.67,-16.66,2025-01-04,-
-,-,vince_ma,1004.88,-1.38,1359.86,0.0,118.33,0.46,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2022-03-06,-
1381,131,ghudbishs,1004.84,554.84,1429.16,-70.84,141.44,-208.56,6,3.0,3,1.0,3,2.0,0,0.0,50.0,-16.67,2024-12-01,-
-,-,RELandREL,1004.02,-1.06,1466.02,0.0,154.0,0.35,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2023-01-15,-
-,-,greatscotttch,1003.53,-1.88,1264.19,0.0,86.89,0.63,36,0.0,9,0.0,25,0.0,2,0.0,25.0,0.0,2020-12-06,-
1382,37,JimBryan,1003.49,197.49,1338.82,97.89,111.78,-33.2,12,6.0,5,4.0,7,2.0,0,0.0,41.67,25.0,2025-01-15,-
1383,-109,Nitrosaurus24,1002.62,-9.87,1111.29,-11.29,36.22,-0.48,255,15.0,41,0.0,206,12.0,8,3.0,16.08,-1.0,2025-01-28,-
1384,-115,Moskbnea,1001.52,-15.26,1162.26,-16.04,53.58,-0.26,69,3.0,15,0.0,54,3.0,0,0.0,21.74,-0.99,2024-12-29,-
1385,-80,Frabac,1001.05,21.3,1125.55,18.54,41.5,-0.92,195,21.0,32,4.0,161,17.0,2,0.0,16.41,0.32,2025-01-09,-
-,-,dongz,1000.54,-1.47,1334.12,0.0,111.19,0.49,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2022-03-06,-
-,-,cvetopluk,1000.54,-1.52,1322.6,0.0,107.35,0.51,30,0.0,9,0.0,20,0.0,1,0.0,30.0,0.0,2017-11-10,-
1386,-201,Scipio1126,1000.5,-85.59,1343.15,-186.81,114.22,-33.74,12,6.0,3,0.0,9,6.0,0,0.0,25.0,-25.0,2025-01-09,-
1387,-108,UNICOKRATOS,1000.13,-10.3,1401.83,-215.39,133.9,-68.36,12,6.0,7,3.0,5,3.0,0,0.0,58.33,-8.34,2025-01-15,-
1388,66,Sebix,1000.11,258.78,1331.7,157.13,110.53,-33.88,12,6.0,4,4.0,8,2.0,0,0.0,33.33,33.33,2025-01-09,-
1389,new,cymerdown,1000.09,550.09,1338.04,-161.96,112.65,112.65,12,12.0,3,3.0,6,6.0,3,3.0,25.0,25.0,2025-02-03,-
1390,28,SpectralB4dger,999.53,191.54,1332.39,-33.65,110.95,-75.06,12,9.0,3,2.0,9,7.0,0,0.0,25.0,-8.33,2025-01-08,-
1391,25,DerIch86,998.49,178.36,1335.91,75.6,112.47,-34.25,12,6.0,4,3.0,8,3.0,0,0.0,33.33,16.66,2025-01-09,-
-,-,Sukhjit,997.69,-1.26,1387.77,0.0,130.03,0.42,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-09-27,-
-,-,Xioph,997.69,-1.94,1254.8,0.0,85.7,0.65,36,0.0,13,0.0,23,0.0,0,0.0,36.11,0.0,2021-03-02,-
-,-,Dr.MilkDuck,996.89,-1.27,1382.17,0.0,128.42,0.42,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-12-06,-
-,-,MythMoth,994.96,-1.68,1286.52,0.0,97.19,0.56,18,0.0,5,0.0,13,0.0,0,0.0,27.78,0.0,2023-02-05,-
1392,-65,Sonalator,993.4,37.32,1195.95,-20.78,67.52,-19.37,39,21.0,9,5.0,30,16.0,0,0.0,23.08,0.86,2025-02-04,-
-,-,aramaic,993.37,-2.17,1220.1,0.0,75.57,0.72,48,0.0,13,0.0,34,0.0,1,0.0,27.08,0.0,2024-02-23,-
-,-,UrbanSammie,992.68,-1.13,1426.86,0.0,144.73,0.38,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-06-28,-
-,-,Legolukadad,992.68,-1.13,1426.86,0.0,144.73,0.38,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-06-28,-
-,-,NomadicPpl,992.68,-1.13,1426.86,0.0,144.73,0.38,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-06-28,-
-,-,vosos,992.68,-1.13,1426.86,0.0,144.73,0.38,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-06-28,-
-,-,Lopesllm,992.45,-1.94,1246.63,0.0,84.73,0.65,48,0.0,10,0.0,36,0.0,2,0.0,20.83,0.0,2020-09-27,-
-,-,AntoineBx,992.06,-0.89,1544.78,0.0,184.24,0.3,3,0.0,2,0.0,1,0.0,0,0.0,66.67,0.0,2023-02-05,-
-,-,Pir4t,990.95,-1.42,1336.92,0.0,115.32,0.47,24,0.0,7,0.0,16,0.0,1,0.0,29.17,0.0,2020-09-27,-
-,-,PocketAmazing,990.93,-1.73,1275.21,0.0,94.76,0.58,36,0.0,10,0.0,26,0.0,0,0.0,27.78,0.0,2024-02-23,-
-,-,Tasslehoff,989.68,-1.61,1295.14,0.0,101.82,0.54,24,0.0,9,0.0,15,0.0,0,0.0,37.5,0.0,2020-12-06,-
-,-,lolcese,989.23,-2.79,1165.63,0.0,58.8,0.93,96,0.0,23,0.0,73,0.0,0,0.0,23.96,0.0,2022-06-05,-
-,-,T_error,989.04,-2.79,1167.89,0.0,59.62,0.93,90,0.0,22,0.0,66,0.0,2,0.0,24.44,0.0,2023-01-15,-
1393,-93,ZesPak,986.66,5.09,1342.51,-78.96,118.62,-28.02,12,6.0,3,0.0,9,6.0,0,0.0,25.0,-25.0,2025-01-07,-
1394,30,Apriori1,986.15,186.37,1323.3,92.45,112.38,-31.31,12,6.0,4,3.0,8,3.0,0,0.0,33.33,16.66,2025-01-09,-
-,-,henk,986.13,-1.78,1264.38,0.0,92.75,0.59,24,0.0,7,0.0,13,0.0,4,0.0,29.17,0.0,2021-06-02,-
1395,50,maurice986,985.0,226.93,1330.05,160.88,115.02,-22.02,12,6.0,3,3.0,9,3.0,0,0.0,25.0,25.0,2025-01-06,-
1396,55,Rebel_Rebs,984.82,236.81,1407.59,116.82,140.92,-40.0,6,3.0,2,2.0,3,1.0,1,0.0,33.33,33.33,2024-12-20,-
-,-,Mikio,984.54,-1.34,1349.75,0.0,121.74,0.45,12,0.0,2,0.0,10,0.0,0,0.0,16.67,0.0,2020-12-06,-
-,-,Michael1101,984.09,-1.42,1329.21,0.0,115.04,0.47,12,0.0,3,0.0,9,0.0,0,0.0,25.0,0.0,2023-04-11,-
-,-,Abssalom,983.84,-2.02,1226.83,0.0,81.0,0.67,30,0.0,8,0.0,22,0.0,0,0.0,26.67,0.0,2024-01-16,-
-,-,jobe,983.34,-1.29,1362.95,0.0,126.54,0.43,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2023-09-03,-
-,-,Nognix,982.38,-1.29,1361.2,0.0,126.27,0.43,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2024-02-23,-
1397,-100,wejejeei,982.26,-1.61,1286.86,0.0,101.53,0.54,24,0.0,6,0.0,18,0.0,0,0.0,25.0,0.0,2024-04-04,-
1398,-100,Beewiz,982.25,-1.09,1432.1,0.0,149.95,0.36,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2024-11-21,-
-,-,Foxxx,981.84,-1.36,1342.83,0.0,120.33,0.45,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2024-02-23,-
-,-,kunayala,980.65,-1.56,1296.01,0.0,105.12,0.52,24,0.0,8,0.0,16,0.0,0,0.0,33.33,0.0,2020-09-27,-
1399,-88,Andreyko2003,980.47,7.19,1200.19,-19.23,73.24,-8.8,36,9.0,6,1.0,30,8.0,0,0.0,16.67,-1.85,2025-01-14,-
1400,-101,Hot.Cocoa,980.19,-1.79,1254.59,0.0,91.47,0.6,30,0.0,10,0.0,19,0.0,1,0.0,33.33,0.0,2024-09-04,-
1401,87,SunTiger,979.97,351.27,1346.13,241.86,122.05,-36.47,12,6.0,4,4.0,8,2.0,0,0.0,33.33,33.33,2025-01-09,-
1402,-100,Pastiness,979.89,-1.45,1317.25,0.0,112.45,0.48,12,0.0,2,0.0,10,0.0,0,0.0,16.67,0.0,2024-04-04,-
-,-,gregg900,979.63,-1.62,1283.8,0.0,101.39,0.54,24,0.0,7,0.0,17,0.0,0,0.0,29.17,0.0,2020-09-27,-
1403,-284,Raffaelus,979.24,-158.29,1315.33,-247.0,112.03,-29.57,12,6.0,5,1.0,7,5.0,0,0.0,41.67,-25.0,2025-01-09,-
1404,-101,Jusaz,978.37,-2.95,1146.07,0.0,55.9,0.98,90,0.0,22,0.0,67,0.0,1,0.0,24.44,0.0,2024-11-20,-
1405,-61,SirHorse,978.28,42.7,1344.78,-27.21,122.17,-23.3,12,6.0,6,4.0,6,2.0,0,0.0,50.0,16.67,2025-01-14,-
-,-,ergates,977.46,-1.17,1396.2,0.0,139.58,0.39,12,0.0,5,0.0,6,0.0,1,0.0,41.67,0.0,2018-10-14,-
-,-,KytteKatte,976.95,-1.0,1467.98,0.0,163.67,0.33,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-01-15,-
1406,-110,Vaibhavaiyar,976.78,-8.44,1122.61,-13.83,48.61,-1.8,156,9.0,30,0.0,121,7.0,5,2.0,19.23,-1.18,2025-01-07,-
1407,-100,meeplematero,976.01,-2.01,1219.46,0.0,81.15,0.67,36,0.0,9,0.0,27,0.0,0,0.0,25.0,0.0,2024-10-01,-
1408,-100,mythianan,975.87,-1.46,1312.45,0.0,112.19,0.49,18,0.0,5,0.0,13,0.0,0,0.0,27.78,0.0,2024-04-04,-
-,-,Dashing,974.92,-1.88,1235.26,0.0,86.78,0.63,48,0.0,14,0.0,34,0.0,0,0.0,29.17,0.0,2020-09-27,-
-,-,anyhotcountry,973.31,-1.17,1392.04,0.0,139.58,0.39,12,0.0,6,0.0,6,0.0,0,0.0,50.0,0.0,2018-10-14,-
1409,26,qman,972.72,199.13,1295.53,108.65,107.6,-30.16,12,6.0,3,3.0,9,3.0,0,0.0,25.0,25.0,2025-01-15,-
-,-,Sephiroth83,972.42,-2.37,1182.2,0.0,69.93,0.79,60,0.0,14,0.0,44,0.0,2,0.0,23.33,0.0,2021-09-05,-
-,-,RyGuy123,970.62,-1.24,1363.92,0.0,131.1,0.41,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2024-02-23,-
1410,-123,Vlasy,970.48,-30.88,1220.05,-75.25,83.19,-14.79,24,6.0,5,0.0,19,6.0,0,0.0,20.83,-6.95,2025-01-19,-
1411,-65,Oyvind,969.8,36.99,1232.78,-9.5,87.66,-15.5,24,6.0,7,2.0,17,4.0,0,0.0,29.17,1.39,2025-01-09,-
-,-,aigarsgaa,969.4,-1.63,1270.67,0.0,100.42,0.54,24,0.0,8,0.0,16,0.0,0,0.0,33.33,0.0,2021-03-02,-
1412,-98,Campanulas,969.1,-2.95,1136.94,0.0,55.94,0.98,69,0.0,13,0.0,55,0.0,1,0.0,18.84,0.0,2024-10-13,-
-,-,Kubenboa,969.06,-2.17,1194.72,0.0,75.22,0.72,42,0.0,11,0.0,30,0.0,1,0.0,26.19,0.0,2023-01-15,-
1413,-100,DecMoon,968.44,-3.68,1105.17,0.0,45.58,1.23,156,0.0,31,0.0,125,0.0,0,0.0,19.87,0.0,2024-03-03,-
-,-,thundermain,968.06,-1.29,1346.62,0.0,126.19,0.43,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2024-02-23,-
-,-,Wirbin,968.03,-1.56,1282.05,0.0,104.67,0.52,24,0.0,8,0.0,16,0.0,0,0.0,33.33,0.0,2020-09-27,-
-,-,scalp,967.81,-1.69,1259.98,0.0,97.39,0.56,24,0.0,6,0.0,16,0.0,2,0.0,25.0,0.0,2021-03-02,-
-,-,OxyGee,967.48,-1.58,1276.78,0.0,103.1,0.53,24,0.0,7,0.0,16,0.0,1,0.0,29.17,0.0,2020-12-06,-
-,-,machalCZ,965.75,-1.56,1280.58,0.0,104.94,0.52,24,0.0,6,0.0,18,0.0,0,0.0,25.0,0.0,2020-09-27,-
-,-,Adrianucho,965.31,-1.37,1323.08,0.0,119.26,0.46,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2024-02-23,-
-,-,JohnMarc,965.26,-3.0,1132.87,0.0,55.87,1.0,120,0.0,24,0.0,94,0.0,2,0.0,20.0,0.0,2022-09-04,-
-,-,pollitis,963.76,-1.9,1222.46,0.0,86.23,0.63,36,0.0,9,0.0,26,0.0,1,0.0,25.0,0.0,2019-09-30,-
-,-,ywgmth,963.68,-1.3,1341.6,0.0,125.97,0.43,12,0.0,5,0.0,6,0.0,1,0.0,41.67,0.0,2021-12-05,-
-,-,Nieva,963.3,-1.12,1402.05,0.0,146.25,0.37,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-01-15,-
-,-,Nele,962.09,-1.79,1236.45,0.0,91.46,0.6,18,0.0,3,0.0,15,0.0,0,0.0,16.67,0.0,2023-07-15,-
-,-,gengelstein,961.48,-2.01,1207.34,0.0,81.95,0.67,48,0.0,14,0.0,34,0.0,0,0.0,29.17,0.0,2021-03-02,-
-,-,mowglee,961.46,-1.62,1265.36,0.0,101.3,0.54,24,0.0,7,0.0,17,0.0,0,0.0,29.17,0.0,2019-12-30,-
-,-,PikaSex,960.01,-1.64,1260.22,0.0,100.07,0.55,24,0.0,6,0.0,18,0.0,0,0.0,25.0,0.0,2020-06-28,-
-,-,Maraxus,959.95,-1.64,1258.39,0.0,99.48,0.55,24,0.0,6,0.0,18,0.0,0,0.0,25.0,0.0,2020-12-06,-
-,-,Ramoneror,958.74,-1.42,1303.88,0.0,115.05,0.47,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2022-03-06,-
-,-,bach0910,956.11,-1.13,1390.29,0.0,144.73,0.38,12,0.0,4,0.0,7,0.0,1,0.0,33.33,0.0,2020-06-28,-
-,-,Wookiebutcher,954.95,-2.3,1168.45,0.0,71.17,0.77,48,0.0,11,0.0,37,0.0,0,0.0,22.92,0.0,2022-03-06,-
-,-,mitroCZECH,954.45,-1.32,1325.46,0.0,123.67,0.44,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-12-06,-
1414,-86,al_boev,954.0,-1.65,1255.81,0.0,100.6,0.55,18,0.0,4,0.0,13,0.0,1,0.0,22.22,0.0,2024-09-01,-
-,-,Kefka,953.46,-1.24,1348.17,0.0,131.57,0.41,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2019-12-22,-
-,-,HnNAdventures,953.25,-2.77,1131.22,0.0,59.32,0.92,114,0.0,21,0.0,93,0.0,0,0.0,18.42,0.0,2024-02-23,-
-,-,Naawi,953.21,-1.48,1283.41,0.0,110.07,0.49,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2022-06-05,-
1415,-91,Igordol,952.9,-6.71,1150.37,-7.72,65.82,-0.33,39,3.0,5,0.0,32,3.0,2,0.0,12.82,-1.07,2024-12-03,-
-,-,rakimmitt,950.57,-1.26,1338.66,0.0,129.36,0.42,12,0.0,3,0.0,8,0.0,1,0.0,25.0,0.0,2020-09-27,-
-,-,Pampio,950.33,-1.2,1358.1,0.0,135.92,0.4,12,0.0,5,0.0,7,0.0,0,0.0,41.67,0.0,2020-09-27,-
-,-,Werlix,950.25,-1.5,1275.55,0.0,108.43,0.5,24,0.0,7,0.0,17,0.0,0,0.0,29.17,0.0,2018-10-14,-
-,-,mdscolour,949.34,-1.59,1260.22,0.0,103.63,0.53,24,0.0,7,0.0,17,0.0,0,0.0,29.17,0.0,2020-09-27,-
1416,-24,Chroso,948.42,90.99,1328.25,33.24,126.61,-19.25,12,6.0,3,1.0,9,5.0,0,0.0,25.0,-8.33,2025-01-08,-
-,-,iLuden,948.34,-1.53,1270.04,0.0,107.23,0.51,24,0.0,6,0.0,15,0.0,3,0.0,25.0,0.0,2020-12-06,-
1417,62,KaiMorten,947.9,292.62,1318.11,80.04,123.4,-70.86,9,6.0,3,3.0,6,3.0,0,0.0,33.33,33.33,2025-01-07,-
1418,-44,SCN,946.31,59.31,1239.42,-35.8,97.7,-31.7,18,6.0,4,2.0,14,4.0,0,0.0,22.22,5.55,2025-01-26,-
-,-,Drako,945.52,-1.36,1306.25,0.0,120.24,0.45,12,0.0,4,0.0,8,0.0,0,0.0,33.33,0.0,2024-02-23,-
-,-,CapraTriada,945.31,-1.89,1206.49,0.0,87.06,0.63,24,0.0,9,0.0,15,0.0,0,0.0,37.5,0.0,2022-09-04,-
1419,-118,Micha501,945.08,-36.47,1285.99,-180.19,113.63,-47.91,12,6.0,4,1.0,7,5.0,1,0.0,33.33,-16.67,2025-01-09,-
1420,-6,Nopeasuoli,943.53,122.4,1278.41,23.16,111.63,-33.08,12,6.0,4,3.0,8,3.0,0,0.0,33.33,16.66,2025-01-15,-
1421,-86,valvonauta,943.1,-2.35,1152.82,0.0,69.91,0.78,39,0.0,6,0.0,31,0.0,2,0.0,15.38,0.0,2024-09-01,-
1422,-90,monorator,942.23,-8.68,1116.94,-11.07,58.23,-0.8,78,6.0,12,0.0,64,6.0,2,0.0,15.38,-1.29,2025-01-12,-
-,-,PixiePete,941.77,-1.51,1267.31,0.0,108.51,0.5,24,0.0,7,0.0,17,0.0,0,0.0,29.17,0.0,2020-09-27,-
-,-,Wicked_Liz,941.01,-0.98,1439.87,0.0,166.29,0.33,6,0.0,3,0.0,3,0.0,0,0.0,50.0,0.0,2024-01-16,-
-,-,ZguZimZguZa,940.48,-1.04,1408.97,0.0,156.16,0.35,6,0.0,2,0.0,4,0.0,0,0.0,33.33,0.0,2023-01-15,-
